qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
88.0,96.0,U(Flute 2)&P5(Bassoon 2)&P3(F Horn 2),U(Flute 1)&P5(Bassoon 2)&P3(F Horn 2),Main Part,,U(Main)&P8(A Clarinet 2)&P8(Bassoon 1)&U(F Horn 1)&P8(F Horn 4),P8(Main)&P8(A Clarinet 1)&U(Bassoon 1)&P8(F Horn 1)&U(F Horn 4),P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2)&P8(F Horn 1)&U(F Horn 4),P5(Flute 1)&P5(Flute 2)&P3(F Horn 2),U(Main)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(F Horn 4),P3(Flute 1)&P3(Flute 2)&P3(Bassoon 2),,P8(Main)&P8(A Clarinet 1)&U(A Clarinet 2)&U(Bassoon 1)&P8(F Horn 1),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
96.0,104.0,Main Part,U(Main)&P8(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&U(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),,P8(Main)&P8(Flute 2)&U(Oboe 1)&P8(A Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&U(Bassoon 1),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2),,,,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,,P8(Contrabass),P8(Violoncello)
104.0,112.0,U(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),U(Flute 1)&P8(A Clarinet 1)&P8(A Clarinet 2),P5(F Horn 1),,P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(A Clarinet 1),,,P5(Oboe 1),,,,Main Part,,,,,,,P3(Viola),,P3(Violin 1),P8(Contrabass),P8(Violoncello)
112.0,120.0,Main Part,U(Main),,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
120.0,136.0,Main Part,U(Main),,,P8(A Clarinet 2),P8(A Clarinet 1),,,,,,,U(F Trumpet 2),U(F Trumpet 1),,,,,,,,,P8(Contrabass),P8(Violoncello)
136.0,144.0,U(Flute 2),U(Flute 1),P8(Oboe 2)&U(A Clarinet 1)&P8(A Clarinet 2),P8(Oboe 1)&P8(A Clarinet 1)&U(A Clarinet 2),U(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 2),P8(Oboe 1)&U(Oboe 2)&P8(A Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,,U(Tenor Trombone 1),,P8(F Trumpet 2),P8(F Trumpet 1),U(F Horn 3),,,,,Main Part,P8(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
144.0,152.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Violin 1)&P8(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 2)&U(Violin 1)&P8(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Violin 1)&U(Violin 2),,,P8(Bassoon 2)&P8(Tuba)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Tuba)&P8(Violoncello)&P8(Contrabass),,,,,,,U(Viola),,,P8(Bassoon 1)&P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),,P8(Main)&P8(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Violin 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(Violin 1),U(Tenor Trombone 1),P8(Bassoon 1)&P8(Bassoon 2)&U(Tuba)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Tuba)&P8(Violoncello)
152.0,154.0,U(Flute 2)&P8(Oboe 2),U(Flute 1)&P8(Oboe 2),P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P3(Tuba)&P8(Main)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2),P8(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P3(Tuba)&P8(Main)&U(Violin 2)&P3(Violoncello)&P3(Contrabass),,P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Main)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 2)&U(F Horn 3)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 3)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(Tenor Trombone 1)&U(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Trumpet 2)&P3(Tuba)&P8(Main)&U(Violin 2)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Trumpet 1)&P3(Tuba)&P8(Main)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 4)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),,P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 4)&P8(Tenor Trombone 1)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P3(Main)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),,Main Part,P8(Oboe 1)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Trumpet 1)&P8(F Trumpet 2)&P3(Tuba)&P8(Main)&P3(Violoncello)&P3(Contrabass),,P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Main)&P3(Violin 2)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Main)&P3(Violin 2)&P8(Violoncello)
154.0,156.0,Main Part,U(Main)&P8(Oboe 2)&P8(A Clarinet 2),U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(A Clarinet 2),U(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Violin 1)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&U(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),U(Oboe 1)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),U(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P3(Violin 1)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),,P3(Bassoon 1)&P3(Bassoon 2)&P3(Tuba)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P3(Tuba)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),U(Tenor Trombone 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Violin 1)&P3(Violin 2)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)
156.0,158.0,U(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2),U(Flute 1)&P8(Oboe 2)&P8(A Clarinet 2),U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 2),U(Oboe 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Main)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&U(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&U(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&U(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),U(Oboe 1)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(Tenor Trombone 1)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&U(F Trumpet 2)&P8(Bass Trombone)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),U(Viola),P8(Oboe 1)&P8(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Tenor Trombone 1)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P3(Main)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),,Main Part,P3(Bassoon 1)&P3(Bassoon 2)&P3(Tuba)&P8(Main)&P3(Violoncello)&P3(Contrabass),U(Tenor Trombone 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&U(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&U(Tuba)&P3(Main)&P3(Violin 2)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P8(Tuba)&P3(Main)&P3(Violin 2)&P8(Violoncello)
158.0,160.0,Main Part,U(Main)&P8(Oboe 2)&P8(A Clarinet 2),U(A Clarinet 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(A Clarinet 2),U(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 2),P3(F Trumpet 1)&P3(Bass Trombone)&P3(Violin 1)&P3(Violin 2),P3(Tenor Trombone 1),P8(Oboe 1)&P8(A Clarinet 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&U(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P8(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P8(Oboe 1)&P8(A Clarinet 1)&P8(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P8(F Trumpet 2)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P8(Bass Trombone)&P8(Violin 1)&U(Violin 2)&P3(Viola),P8(Oboe 1)&P8(A Clarinet 1)&U(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P3(Tuba)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2),,P3(Bassoon 1)&P8(F Trumpet 1)&P8(Violin 1)&P8(Violin 2)&P3(Viola),P3(Oboe 1)&P3(A Clarinet 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&U(Violoncello)&P8(Contrabass),,P3(Bassoon 1)&P8(F Trumpet 1)&P8(Bass Trombone)&P8(Violin 2)&P3(Viola),P3(Bassoon 1)&U(F Trumpet 1)&P8(Bass Trombone)&P8(Violin 1)&P3(Viola),P3(F Trumpet 1)&P3(Bass Trombone)&P3(Violin 1)&P3(Violin 2),P3(Oboe 1)&P3(A Clarinet 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&U(Tuba)&P8(Contrabass),P3(Oboe 1)&P3(A Clarinet 1)&P3(F Horn 1)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&P8(Tuba)&P8(Violoncello)
