qstamp,tstamp,measure,beat,Traverso 1,Traverso 2,Oboe d’amore 1,Oboe d’amore 2,Bassoon,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto,Tenor,Bass,Continuo
288.0,314.2857,73,1.0,r,r,F#5,G#4,B2,r,r,r,r,r,r,r,r,B2
288.5,314.8214,73,1.5,r,r,F#5,D4,A2,r,r,r,r,r,r,r,r,A2
288.75,315.0893,73,1.75,r,r,F#5,D4,B2,r,r,r,r,r,r,r,r,B2
289.0,315.3571,73,2.0,r,r,F5,C#4,C#3,r,r,r,r,r,r,r,r,C#3
289.5,315.8929,73,2.5,r,r,F5,G#4,C#2,r,r,r,r,r,r,r,r,C#2
290.0,316.4286,73,3.0,r,r,F#5,A4,F#2,r,r,r,r,r,r,r,r,F#2
290.5,316.9643,73,3.5,r,r,F#5,D4,G#2,r,r,r,r,r,r,r,r,G#2
291.0,317.5,73,4.0,r,r,E5,C#4,B-2,r,r,r,r,r,r,r,r,B-2
291.5,318.0357,73,4.5,r,r,E5,B-4,F#2,r,r,r,r,r,r,r,r,F#2
292.0,318.5714,74,1.0,r,r,D5,B4,B2,r,r,r,r,r,r,r,r,B2
292.25,318.8393,74,1.25,r,r,D5,A4,B2,r,r,r,r,r,r,r,r,B2
292.5,319.1071,74,1.5,r,r,D5,G4,B3,r,r,r,r,r,r,r,r,B3
293.0,319.6429,74,2.0,r,r,D5,G4,A3,r,r,r,r,r,r,r,r,A3
293.25,319.9107,74,2.25,r,r,D5,F#4,A3,r,r,r,r,r,r,r,r,A3
293.5,320.1786,74,2.5,r,r,D5,F4,G#3,r,r,r,r,r,r,r,r,G#3
293.75,320.4464,74,2.75,r,r,D5,F#4,G#3,r,r,r,r,r,r,r,r,G#3
294.0,320.7143,74,3.0,r,r,D5,F4,C#4,r,r,r,r,r,r,r,r,C#4
294.5,321.25,74,3.5,r,r,F4,D5,C#4,r,r,r,r,r,r,r,r,C#4
295.0,321.7857,74,4.0,r,r,F#4,C#5,r,r,r,r,r,r,r,r,r,r
295.5,322.3214,74,4.5,F5,C#5,G#4,B4,C#3,F5,C#5,C#4,r,r,r,r,r,C#3
296.0,322.8571,75,1.0,F#5,C#5,F#4,A4,D3,F#5,C#5,F#3,r,r,r,r,r,D3
296.5,323.3929,75,1.5,C#5,F#5,A4,A4,D3,C#5,F#5,F#3,r,r,r,r,r,D3
297.0,323.9286,75,2.0,C5,G#5,E-4,r,r,C5,G#5,r,r,r,r,r,r,r
297.5,324.4643,75,2.5,F#5,C5,E-4,E-5,G#2,F#5,C5,G#3,r,r,r,r,r,G#2
298.0,325.0,75,3.0,F5,C#5,r,C#5,C#3,F5,C#5,G#4,r,r,r,r,r,C#3
298.5,325.5357,75,3.5,B4,F5,D4,C#5,C#3,B4,F5,G#4,r,r,r,r,r,C#3
299.0,326.0714,75,4.0,B-4,F#5,C#4,r,r,B-4,F#5,r,r,r,r,r,r,r
299.5,326.6071,75,4.5,E5,B-4,C#4,C#5,F#2,E5,B-4,F#4,r,r,r,r,r,F#2
300.0,327.1429,76,1.0,E-5,B4,r,B4,B2,E-5,B4,F#4,r,r,r,r,r,B2
300.5,327.6786,76,1.5,A4,E-5,C4,B4,B2,A4,E-5,F#4,r,r,r,r,r,B2
301.0,328.2143,76,2.0,G#4,E5,B3,r,r,G#4,E5,r,r,r,r,r,r,r
301.5,328.75,76,2.5,D5,G#4,B3,B4,E2,D5,G#4,E4,r,r,r,r,r,E2
302.0,329.2857,76,3.0,C#5,A4,r,A4,A2,C#5,A4,E4,r,r,r,r,r,A2
302.5,329.8214,76,3.5,E5,A4,r,A4,A2,E5,A4,E4,r,r,r,r,r,C#3
302.75,330.0893,76,3.75,E5,A4,r,A4,A2,E5,A4,E4,r,r,r,r,r,C#3
303.0,330.3571,76,4.0,A5,A4,r,r,r,A5,A4,r,r,r,r,r,r,F#3
303.5,330.8929,76,4.5,A5,A4,r,r,r,A5,A4,C#4,r,r,r,r,r,E3
304.0,331.4286,77,1.0,A5,B4,r,r,r,A5,B4,F#4,r,r,r,r,r,D3
304.5,331.9643,77,1.5,A5,F#4,r,r,r,A5,F#4,D4,r,r,r,r,r,B2
305.0,332.5,77,2.0,G#5,E4,r,r,r,G#5,E4,B3,r,r,r,r,r,E3
305.5,333.0357,77,2.5,G#5,B4,r,r,r,G#5,B4,E4,r,r,r,r,r,E2
306.0,333.5714,77,3.0,A5,C#5,r,r,r,A5,C#5,E4,r,r,r,r,r,A2
306.5,334.1071,77,3.5,A5,F#4,r,r,r,A5,F#4,D4,r,r,r,r,r,B2
307.0,334.6429,77,4.0,G5,E4,r,r,r,G5,E4,C#4,r,r,r,r,r,C#3
307.5,335.1786,77,4.5,G5,C#5,r,r,r,G5,C#5,E4,r,r,r,r,r,A2
308.0,335.7143,78,1.0,F#5,D5,r,r,r,F#5,D5,A3,r,r,r,r,r,D3
308.25,335.9821,78,1.25,F#5,C#5,r,r,r,F#5,C#5,A3,r,r,r,r,r,D3
308.5,336.25,78,1.5,F#5,B4,r,r,r,F#5,B4,F#3,r,r,r,r,r,C#3
309.0,336.7857,78,2.0,F#5,B4,r,r,r,F#5,B4,B3,r,r,r,r,r,D3
309.25,337.0536,78,2.25,F#5,A4,r,r,r,F#5,A4,B3,r,r,r,r,r,D3
309.5,337.3214,78,2.5,F#5,G#4,r,r,r,F#5,G#4,D4,r,r,r,r,r,B2
309.75,337.5893,78,2.75,F#5,A4,r,r,r,F#5,A4,D4,r,r,r,r,r,B2
310.0,337.8571,78,3.0,F#5,G#4,r,r,r,F#5,G#4,B3,r,r,r,r,r,E3
310.25,338.125,78,3.25,E5,G#4,r,r,r,E5,G#4,B3,r,r,r,r,r,E3
310.5,338.3929,78,3.5,D5,F#5,r,r,r,D5,F#5,A3,r,r,r,r,r,F#3
311.0,338.9286,78,4.0,D5,E5,r,r,r,D5,E5,B3,r,r,r,r,r,G#3
311.25,339.1964,78,4.25,C#5,E5,r,r,r,C#5,E5,B3,r,r,r,r,r,G#3
311.5,339.4643,78,4.5,B4,D5,G#5,B4,E3,B4,D5,G#3,r,r,r,r,r,E3
311.75,339.7321,78,4.75,C#5,D5,G#5,B4,E3,C#5,D5,G#3,r,r,r,r,r,E3
312.0,340.0,79,1.0,A4,C#5,A5,C#5,A3,A4,C#5,E3,r,r,r,r,r,A3
312.5,340.5357,79,1.5,E5,G#4,E5,G#4,A3,C#5,C#5,E3,r,r,r,r,r,A3
313.0,341.0714,79,2.0,E-5,F#4,E-5,F#4,r,B4,r,r,r,r,r,r,r,r
313.5,341.6071,79,2.5,A5,E-5,A5,E-5,B3,B4,F#5,B3,r,r,r,r,r,B3
314.0,342.1429,79,3.0,G#5,E5,G#5,E5,E3,r,E5,B3,r,r,r,r,r,E3
314.5,342.6786,79,3.5,D5,G#5,D5,G#5,E3,B4,E5,B3,r,r,r,r,r,E3
315.0,343.2143,79,4.0,C#5,A5,C#5,A5,r,A4,r,r,r,r,r,r,r,r
315.5,343.75,79,4.5,G5,C#5,G5,C#5,A3,A4,E5,A3,r,r,r,r,r,A3
316.0,344.2857,80,1.0,F#5,D5,F#5,D5,D3,r,F#5,A3,r,r,r,r,r,D3
316.5,344.8214,80,1.5,C5,F#5,C5,F#5,D3,A4,F#5,A3,r,r,r,r,r,D3
317.0,345.3571,80,2.0,B4,G5,B4,G5,r,G4,r,r,r,r,r,r,r,r
317.5,345.8929,80,2.5,F#5,B4,F#5,B4,G3,G4,D5,B3,r,r,r,r,r,G3
318.0,346.4286,80,3.0,F5,C#5,F5,C#5,C#3,r,C#5,G#3,r,r,r,r,r,C#3
318.5,346.9643,80,3.5,B4,F5,B4,F5,C#3,D5,C#5,G#3,r,r,r,r,r,C#3
319.0,347.5,80,4.0,B-4,F#5,B-4,F#5,r,C#5,r,r,r,r,r,r,r,r
319.5,348.0357,80,4.5,E5,B-4,E5,B-4,F#3,C#5,C#5,F#3,r,r,r,r,r,F#3
320.0,348.5714,81,1.0,D5,B4,D5,B4,B2,r,D5,F#3,r,r,r,r,B2,B2
320.5,349.1071,81,1.5,F#5,D5,F#5,D5,B2,F#5,D5,F#3,r,r,r,r,B2,B2
320.75,349.375,81,1.75,F#5,D5,F#5,D5,B2,F#5,D5,F#3,r,r,r,r,B2,B2
321.0,349.6429,81,2.0,B5,G5,B5,G5,B2,E5,r,r,r,r,r,r,B2,B2
321.5,350.1786,81,2.5,B5,F#5,B5,F#5,B2,D5,r,D4,r,r,r,r,B2,B2
322.0,350.7143,81,3.0,B5,E5,B5,E5,C#3,C#5,r,E4,r,r,r,r,C#3,C#3
322.5,351.25,81,3.5,B5,D5,B5,D5,G2,C#5,G4,E4,r,r,r,r,G2,G2
322.75,351.5179,81,3.75,B5,E5,B5,E5,G2,C#5,G4,E4,r,r,r,r,G2,G2
323.0,351.7857,81,4.0,B-5,F#5,B-5,F#5,F#2,C#5,C#4,r,r,r,r,r,F#2,F#2
323.5,352.3214,81,4.5,B-5,F#5,B-5,F#5,C#3,C#5,E4,C#4,r,r,r,r,C#3,C#3
324.0,352.8571,82,1.0,B5,F#5,B5,F#5,D3,B4,D4,F#3,r,r,r,r,D3,D3
324.5,353.3929,82,1.5,B5,E5,B5,E5,G2,B4,E4,F#3,r,r,r,r,G2,G2
325.0,353.9286,82,2.0,A5,E-5,A5,E-5,F#2,B4,F#4,r,r,r,r,r,F#2,F#2
325.5,354.4643,82,2.5,A5,F#5,A5,F#5,E-3,B4,F#4,B3,r,r,r,r,E-3,E-3
326.0,355.0,82,3.0,G5,B4,G5,B4,E3,B4,E4,B3,r,r,r,r,E3,E3
326.25,355.2679,82,3.25,G5,B4,G5,B4,D3,B4,E4,B3,r,r,r,r,D3,D3
326.5,355.5357,82,3.5,G5,E5,G5,E5,C3,A4,E4,B3,r,r,r,r,C3,C3
326.75,355.8036,82,3.75,G5,F#5,G5,F#5,C3,A4,E4,B3,r,r,r,r,C3,C3
327.0,356.0714,82,4.0,G5,E5,G5,E5,C3,G4,r,r,r,r,r,r,C3,C3
327.25,356.3393,82,4.25,G5,E5,G5,E5,B2,G4,r,r,r,r,r,r,B2,B2
327.5,356.6071,82,4.5,G5,D5,G5,D5,B-2,F#4,r,r,r,r,r,r,B-2,B-2
327.75,356.875,82,4.75,G5,D5,G5,D5,B2,F#4,r,r,r,r,r,r,B2,B2
328.0,357.1429,83,1.0,G5,C#5,G5,C#5,B-2,E4,r,r,r,r,r,r,B-2,B-2
328.5,357.6786,83,1.5,B-4,E5,B-4,E5,G3,C#4,E4,C#5,r,r,r,r,G3,G3
329.0,358.2143,83,2.0,B4,D5,B4,D5,F#3,D4,F#4,B4,r,r,r,r,F#3,F#3
329.5,358.75,83,2.5,C#5,C#5,C#5,C#5,E3,E4,G4,B-4,r,r,r,r,E3,E3
330.0,359.2857,83,3.0,D5,B4,D5,B4,D3,F#4,F#4,B4,r,r,r,F#3,D3,D3
330.5,359.8214,83,3.5,E5,B4,E5,B4,C#3,F#4,B4,F#4,r,r,r,F#3,C#3,C#3
330.75,360.0893,83,3.75,D5,B4,D5,B4,B2,F#4,B4,F#4,r,r,r,F#3,B2,B2
331.0,360.3571,83,4.0,C#5,B4,C#5,B4,F#3,F#4,C#5,F#4,r,r,r,F#3,F#3,F#3
331.5,360.8929,83,4.5,D5,A4,D5,A4,F#3,F4,F#5,G#4,r,r,r,F#3,F#3,F#3
331.75,361.1607,83,4.75,C#5,A4,C#5,A4,F#3,F#4,F#5,A4,r,r,r,F#3,F#3,F#3
332.0,361.4286,84,1.0,B4,G#4,B4,G#4,F#3,D4,B4,B4,r,r,r,G#3,F#3,F#3
332.5,361.9643,84,1.5,A4,F#4,A4,F#4,F#3,D4,D5,B4,r,r,r,D3,F#3,F#3
332.75,362.2321,84,1.75,B4,F#4,B4,F#4,F#3,D4,D5,B4,r,r,r,D3,F#3,F#3
333.0,362.5,84,2.0,C#5,G#4,C#5,G#4,F3,r,G#4,r,r,r,r,C#3,F3,F3
333.5,363.0357,84,2.5,B4,G#4,B4,G#4,F3,C#4,C#5,G#4,r,r,r,G#3,F3,F3
334.0,363.5714,84,3.0,A4,F#4,A4,F#4,F#3,F#4,C#5,C#4,r,r,r,A3,F#3,F#3
334.5,364.1071,84,3.5,F#5,F#4,F#5,F#4,F#3,F#4,B4,C#4,r,r,r,D3,F#3,F#3
334.75,364.375,84,3.75,E5,F#4,E5,F#4,F#3,F#4,B4,C#4,r,r,r,D3,F#3,F#3
335.0,364.6429,84,4.0,F#5,F#4,F#5,F#4,r,r,A4,r,r,r,r,C#3,r,r
335.5,365.1786,84,4.5,C#5,F#4,C#5,F#4,E3,F#4,C#5,B-3,r,r,r,B-3,E3,E3
336.0,365.7143,85,1.0,D5,F#4,D5,F#4,D3,F#5,B4,F#3,r,r,r,B3,D3,D3
336.25,365.9821,85,1.25,D5,F#4,D5,F#4,D3,F#5,B4,F#3,r,r,r,A3,D3,D3
336.5,366.25,85,1.5,D5,B4,D5,B4,C#3,F#5,B4,F#3,r,r,r,G3,C#3,C#3
336.75,366.5179,85,1.75,D5,B-4,D5,B-4,C#3,F#5,B4,F#3,r,r,r,G3,C#3,C#3
337.0,366.7857,85,2.0,D5,B4,D5,B4,D3,r,r,r,r,r,r,G3,D3,D3
337.25,367.0536,85,2.25,D5,B4,D5,B4,D3,r,r,r,r,r,r,F#3,D3,D3
337.5,367.3214,85,2.5,D5,D5,D5,D5,B2,B4,G#4,D4,r,r,r,F3,C#3,B2
337.75,367.5893,85,2.75,D5,D5,D5,D5,B2,B4,G#4,D4,r,r,r,F#3,B2,B2
338.0,367.8571,85,3.0,D5,G#4,D5,G#4,C#3,B4,G#4,F3,r,r,r,F3,C#3,C#3
338.5,368.3929,85,3.5,G#4,G#5,G#4,G#5,C#3,F4,G#4,F3,r,r,r,D4,B3,C#3
339.0,368.9286,85,4.0,A4,F#5,A4,F#5,C#2,F#4,r,r,r,r,r,C#4,A3,C#2
339.5,369.4643,85,4.5,B4,F5,B4,F5,C#2,G#4,F4,C#4,r,r,r,B3,G#3,C#2
340.0,370.0,86,1.0,C#5,F#5,C#5,F#5,F#2,A4,C#5,C#4,r,r,r,A3,F#3,F#2
340.5,370.5357,86,1.5,B4,C#5,B4,C#5,F#2,A4,C#5,C#4,r,r,r,G#3,F#3,F#2
340.75,370.8036,86,1.75,A4,C#5,A4,C#5,F#2,A4,C#5,C#4,r,r,r,F#3,F#3,F#2
341.0,371.0714,86,2.0,F#5,B4,F#5,B4,r,r,r,r,r,r,r,D4,r,r
341.5,371.6071,86,2.5,D5,A4,D5,A4,B2,F#5,B4,D4,r,r,r,D4,B2,B2
341.75,371.875,86,2.75,D5,B4,D5,B4,B2,F#5,B4,D4,r,r,r,D4,B2,B2
342.0,372.1429,86,3.0,B4,G#4,B4,G#4,E3,E5,B4,E4,r,r,r,D4,E3,E3
342.5,372.6786,86,3.5,C#5,A4,C#5,A4,E3,E5,B4,E4,r,r,r,A3,E3,E3
342.75,372.9464,86,3.75,D5,A4,D5,A4,E3,E5,B4,E4,r,r,r,A3,E3,E3
343.0,373.2143,86,4.0,E5,B4,E5,B4,E2,r,r,r,r,r,r,G#3,E3,E2
343.5,373.75,86,4.5,B4,G#4,B4,G#4,E2,E5,B4,G#4,r,r,r,D4,F#3,E2
343.75,374.0179,86,4.75,B4,G#4,B4,G#4,E2,E5,B4,G#4,r,r,r,D4,G#3,E2
344.0,374.2857,87,1.0,C#5,E4,C#5,E4,A2,E5,A4,C#4,r,r,r,C#4,A3,A2
344.25,374.5536,87,1.25,B4,E4,B4,E4,A2,E5,A4,C#4,r,r,r,C#4,A3,A2
344.5,374.8214,87,1.5,C#5,A4,C#5,A4,A2,E5,A4,C#4,r,r,r,A3,A3,A2
344.75,375.0893,87,1.75,D5,A4,D5,A4,A2,E5,A4,C#4,r,r,r,B3,A3,A2
345.0,375.3571,87,2.0,E5,A4,E5,A4,r,r,r,r,r,r,r,C4,r,r
345.5,375.8929,87,2.5,C5,G4,C5,G4,A2,E5,A4,E4,r,r,r,C4,A2,A2
345.75,376.1607,87,2.75,C5,A4,C5,A4,A2,E5,A4,E4,r,r,r,C4,A2,A2
346.0,376.4286,87,3.0,A4,F#4,A4,F#4,D3,D5,A4,F#4,r,r,r,C4,D3,D3
346.5,376.9643,87,3.5,B4,G4,B4,G4,D3,D5,A4,F#4,r,r,r,G3,D3,D3
346.75,377.2321,87,3.75,C5,G4,C5,G4,D3,D5,A4,F#4,r,r,r,G3,D3,D3
347.0,377.5,87,4.0,D5,A4,D5,A4,r,r,r,r,r,r,r,F#3,D3,r
347.5,378.0357,87,4.5,A4,F#4,A4,F#4,D2,D5,A4,F#4,r,r,r,C4,E3,D2
347.75,378.3036,87,4.75,A4,F#4,A4,F#4,D2,D5,A4,F#4,r,r,r,C4,F#3,D2
348.0,378.5714,88,1.0,B4,D4,B4,D4,G2,D5,G4,B3,r,r,B3,B3,G3,G2
348.5,379.1071,88,1.5,D5,D4,D5,D4,F#2,D5,G4,B3,r,r,B3,F#3,G3,F#2
348.75,379.375,88,1.75,D5,D4,D5,D4,F#2,D5,G4,B3,r,r,B3,F#3,G3,F#2
349.0,379.6429,88,2.0,G5,r,G5,r,E2,r,r,B3,r,r,B3,B3,r,E2
349.5,380.1786,88,2.5,F#5,D4,F#5,D4,D2,D5,B4,B3,r,r,B3,B3,D3,D2
350.0,380.7143,88,3.0,E5,G4,E5,G4,E2,C#5,G4,C#4,r,r,C#4,B3,E3,E2
350.25,380.9821,88,3.25,D5,F#4,D5,F#4,E2,C#5,G4,C#4,r,r,C#4,B3,E3,E2
350.5,381.25,88,3.5,C#5,E4,C#5,E4,E2,C#5,G4,G3,r,r,G3,B3,E3,E2
351.0,381.7857,88,4.0,C#5,E4,C#5,E4,F#2,r,r,F#3,r,r,F#3,B-3,F#3,F#2
351.5,382.3214,88,4.5,F#5,B-4,F#5,B-4,F#2,C#5,F#4,C#4,r,r,C#4,B-3,F#3,F#2
351.75,382.5893,88,4.75,E5,B-4,E5,B-4,F#2,C#5,F#4,C#4,r,r,C#4,B-3,F#3,F#2
352.0,382.8571,89,1.0,D5,F#4,D5,F#4,B2,B4,F#4,D4,r,r,D4,B3,B2,B2
352.25,383.125,89,1.25,C#5,F#4,C#5,F#4,B2,B4,F#4,D4,r,r,D4,B3,B2,B2
352.5,383.3929,89,1.5,B4,B4,B4,B4,B2,B4,F#4,G3,r,r,G3,r,F#3,B2
352.75,383.6607,89,1.75,B4,C#5,B4,C#5,B2,B4,F#4,G3,r,r,G3,r,F#3,B2
353.0,383.9286,89,2.0,B4,E-5,B4,E-5,A2,r,r,F#3,r,r,F#3,r,B3,A2
353.5,384.4643,89,2.5,F#5,F#5,F#5,F#5,A2,B4,F#4,E-4,r,r,E-4,F#3,B3,A2
354.0,385.0,89,3.0,B5,G5,B5,G5,G2,B4,B3,E4,r,r,E4,E3,B3,G2
354.25,385.2679,89,3.25,B5,G5,B5,G5,G2,B4,B3,D4,r,r,D4,E3,B3,G2
354.5,385.5357,89,3.5,B5,G5,B5,G5,E3,B4,B3,C4,r,r,C4,G3,E3,E3
355.0,386.0714,89,4.0,r,r,r,r,D3,r,r,C4,r,r,C4,F#3,D3,D3
355.25,386.3393,89,4.25,r,r,r,r,D3,r,r,B3,r,r,B3,F#3,D3,D3
355.5,386.6071,89,4.5,G5,E5,G5,E5,C#3,C#5,E4,B-3,r,r,B-3,E3,C#3,C#3
355.75,386.875,89,4.75,G5,E5,G5,E5,C#3,C#5,E4,B3,r,r,B3,E3,C#3,C#3
356.0,387.1429,90,1.0,G5,E5,G5,E5,F#3,C#5,C#4,B-3,r,r,B-3,F#3,F#3,F#3
356.5,387.6786,90,1.5,C#5,C#5,C#5,C#5,E3,C#5,C#4,G4,r,r,G4,B-3,E3,E3
357.0,388.2143,90,2.0,D5,B4,D5,B4,D3,r,r,F#4,r,r,F#4,B3,D3,D3
357.5,388.75,90,2.5,E5,B-4,E5,B-4,C#3,C#5,C#4,E4,r,r,E4,C#4,C#3,C#3
358.0,389.2857,90,3.0,F#5,B4,F#5,B4,B2,F#4,D4,D4,F#4,r,D4,D4,B2,B2
358.5,389.8214,90,3.5,E5,B4,E5,B4,C#3,F#4,E4,C#4,F#4,r,C#4,E4,C#3,C#3
358.75,390.0893,90,3.75,E5,B4,E5,B4,C#3,F#4,D4,B3,F#4,r,B3,D4,C#3,C#3
359.0,390.3571,90,4.0,D5,r,D5,r,D3,F#4,C#4,F#4,F#4,r,F#4,C#4,D3,D3
359.25,390.625,90,4.25,D5,r,D5,r,D3,F#4,B3,F#4,F#4,r,F#4,B3,D3,D3
359.5,390.8929,90,4.5,D5,A4,D5,A4,C#3,F#4,A3,F#4,F#4,r,F#4,A3,C#3,C#3
359.75,391.1607,90,4.75,D5,A4,D5,A4,C#3,F#4,B3,F#4,F#4,r,F#4,B3,C#3,C#3
360.0,391.4286,91,1.0,D5,B4,D5,B4,B2,G#4,G#3,F#4,G#4,r,F#4,G#3,B2,B2
360.25,391.6964,91,1.25,C#5,A4,C#5,A4,B2,G#4,G#3,F#4,G#4,r,F#4,G#3,B2,B2
360.5,391.9643,91,1.5,B4,G#4,B4,G#4,A2,D4,G#3,F#4,D4,r,F#4,G#3,A2,A2
360.75,392.2321,91,1.75,B4,G#4,B4,G#4,B2,D4,G#3,F#4,D4,r,F#4,G#3,B2,B2
361.0,392.5,91,2.0,B4,G#4,B4,G#4,C#3,C#4,G#3,F4,C#4,r,F4,G#3,C#3,C#3
361.5,393.0357,91,2.5,C#5,F4,C#5,F4,C#2,G#4,G#3,F4,G#4,r,F4,G#3,C#3,C#2
361.75,393.3036,91,2.75,B4,F4,B4,F4,C#2,G#4,G#3,F4,G#4,r,F4,G#3,C#3,C#2
362.0,393.5714,91,3.0,A4,F#4,A4,C#4,F#2,A4,r,F#4,A4,r,F#4,F#3,F#2,F#2
362.5,394.1071,91,3.5,F#4,F#4,F#4,C#4,F#2,D4,F#4,F#4,D4,r,F#4,F#4,F#2,F#2
362.75,394.375,91,3.75,G#4,F#4,G#4,C#4,F#2,D4,F#4,F#4,D4,r,F#4,F#4,F#2,F#2
363.0,394.6429,91,4.0,B-4,r,B-4,r,r,C#4,E4,r,C#4,r,r,E4,r,r
363.25,394.9107,91,4.25,B4,r,B4,r,r,C#4,E4,r,C#4,r,r,E4,r,r
363.5,395.1786,91,4.5,C#5,r,C#5,r,r,B-4,C#4,r,B-4,r,r,C#4,r,r
363.75,395.4464,91,4.75,B-4,r,B-4,r,r,B-4,C#4,r,B-4,r,r,C#4,r,r
364.0,395.7143,92,1.0,B4,r,B4,r,r,B4,D4,r,B4,r,r,D4,r,r
364.25,395.9821,92,1.25,B4,r,B4,r,r,A4,D4,r,A4,r,r,D4,r,r
364.5,396.25,92,1.5,B4,D5,B4,D5,B3,G4,D4,r,G4,r,r,D4,B3,B3
364.75,396.5179,92,1.75,B4,C#5,B4,C#5,B3,G4,D4,r,G4,r,r,D4,B3,B3
365.0,396.7857,92,2.0,B4,B4,B4,B4,A3,G4,D4,r,G4,r,r,D4,A3,A3
365.25,397.0536,92,2.25,B4,A4,B4,A4,A3,F#4,D4,r,F#4,r,r,D4,A3,A3
365.5,397.3214,92,2.5,B4,G#4,B4,G#4,F#3,F4,D4,r,F4,r,r,D4,F#3,F#3
365.75,397.5893,92,2.75,B4,A4,B4,A4,F#3,F#4,D4,r,F#4,r,r,D4,F#3,F#3
366.0,397.8571,92,3.0,B4,B4,B4,B4,G#3,F4,D4,r,F4,r,r,D4,G#3,G#3
366.5,398.3929,92,3.5,D5,B4,D5,B4,G#3,D5,B4,F#3,D5,r,B4,F#3,G#3,G#3
367.0,398.9286,92,4.0,C#5,G#4,C#5,G#4,C#3,C#5,G#4,F3,C#5,r,G#4,F3,C#3,C#3
367.5,399.4643,92,4.5,B4,F4,B4,F4,C#3,B4,F4,G#3,B4,r,F4,G#3,C#3,C#3
368.0,400.0,93,1.0,A4,F#4,A4,F#4,F#3,A4,F#4,C#3,A4,r,F#4,A3,F#3,F#3
368.5,400.5357,93,1.5,G#4,G#4,G#4,G#4,F#3,G#4,G#4,C#3,G#4,r,G#4,A3,F#3,F#3
368.75,400.8036,93,1.75,F#4,G#4,F#4,G#4,F#3,F#4,G#4,C#3,F#4,r,G#4,A3,F#3,F#3
369.0,401.0714,93,2.0,D5,A4,D5,A4,F3,D5,A4,r,D5,r,A4,A3,F3,F3
369.5,401.6071,93,2.5,D5,D4,D5,D4,F3,D5,D4,A3,D5,r,D4,G#3,F3,F3
369.75,401.875,93,2.75,D5,D4,D5,D4,F3,D5,D4,A3,D5,r,D4,A3,F3,F3
370.0,402.1429,93,3.0,D5,G#4,D5,G#4,E3,D5,G#4,B3,D5,r,G#4,B3,E3,E3
370.5,402.6786,93,3.5,A4,A4,A4,A4,E3,A4,A4,C#4,A4,r,A4,C#4,E3,E3
371.0,403.2143,93,4.0,G#4,B4,G#4,B4,E2,G#4,B4,D4,G#4,r,B4,D4,E3,E2
371.5,403.75,93,4.5,D5,B4,D5,B4,E2,D5,B4,G#3,D5,r,B4,G#3,E3,E2
372.0,404.2857,94,1.0,C#5,B4,C#5,B4,A2,C#5,B4,A3,C#5,r,B4,A3,A3,A2
372.5,404.8214,94,1.5,B4,E4,B4,E4,A3,B4,E4,C#4,B4,r,E4,C#4,A3,A3
372.75,405.0893,94,1.75,A4,E4,A4,E4,A3,A4,E4,C#4,A4,r,E4,C#4,A3,A3
373.0,405.3571,94,2.0,E5,B4,E5,B4,G3,E5,B4,B3,E5,r,B4,B3,G3,G3
373.5,405.8929,94,2.5,E5,C#5,E5,C#5,E3,E5,C#5,E4,E5,r,C#5,E4,E3,E3
373.75,406.1607,94,2.75,E5,B4,E5,B4,E3,E5,B4,D4,E5,r,B4,D4,E3,E3
374.0,406.4286,94,3.0,E5,B-4,E5,B-4,F#3,E5,B-4,C#4,E5,r,B-4,C#4,F#3,F#3
374.5,406.9643,94,3.5,B4,B4,B4,B4,F#3,B4,B4,D4,B4,r,B4,D4,F#3,F#3
375.0,407.5,94,4.0,B-4,C#5,B-4,C#5,F#2,B-4,C#5,E4,B-4,r,C#5,E4,F#2,F#2
375.5,408.0357,94,4.5,E5,C#5,E5,C#5,F#2,E5,C#5,B-3,E5,r,C#5,B-3,F#2,F#2
376.0,408.5714,95,1.0,D5,B4,D5,B4,B2,D5,B4,B3,D5,r,B4,B3,r,B2
376.5,409.1071,95,1.5,C#5,A4,C#5,A4,F#3,C#5,A4,B3,C#5,r,A4,B3,F#3,F#3
377.0,409.6429,95,2.0,B4,G#4,B4,G#4,B3,B4,G#4,r,B4,r,G#4,r,B3,B3
377.5,410.1786,95,2.5,A4,F#4,A4,F#4,B3,A4,F#4,F#3,A4,r,F#4,F#3,B3,B3
378.0,410.7143,95,3.0,G#4,F4,G#4,F4,B3,G#4,F4,C#4,G#4,r,F4,C#4,B3,B3
378.5,411.25,95,3.5,A4,F#4,A4,F#4,F#3,A4,F#4,C#4,A4,r,F#4,C#4,F#3,F#3
378.75,411.5179,95,3.75,B4,F#4,B4,F#4,F#3,B4,F#4,C#4,B4,r,F#4,C#4,F#3,F#3
379.0,411.7857,95,4.0,C#5,G#4,C#5,G#4,F3,C#5,G#4,G#3,C#5,r,G#4,G#3,F3,F3
379.5,412.3214,95,4.5,C#5,F#4,C#5,F#4,B3,C#5,F#4,A3,C#5,r,F#4,A3,B3,B3
379.75,412.5893,95,4.75,C#5,F4,C#5,F4,B3,C#5,F4,B3,C#5,r,F4,B3,B3,B3
380.0,412.8571,96,1.0,C#5,F#4,C#5,F#4,A3,C#5,F#4,C#4,C#5,r,F#4,C#4,A3,A3
380.5,413.3929,96,1.5,B4,F4,B4,C#4,G#3,B4,C#4,C#4,B4,r,C#4,C#4,G#3,G#3
