qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
262.125,264.125,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,,P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(D Horn 1)&P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(D Horn 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
264.125,266.125,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,,P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),U(D Horn 2),U(D Horn 1),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Viola),Main Part,P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
266.125,268.125,U(Flute 2)&P8(Oboe 2),U(Flute 1)&P8(Oboe 2),,P8(Flute 1)&P8(Flute 2),P8(Bb Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(D Horn 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P8(Bb (basso) Horn 3),,,,Main Part,,P8(Main),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
268.125,270.125,U(Flute 2)&U(Oboe 1)&P8(Oboe 2),U(Flute 1)&U(Oboe 1)&P8(Oboe 2),U(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),U(D Horn 2),U(D Horn 1),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Viola),Main Part,P8(Violin 1),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
270.125,272.25,U(Flute 2),U(Flute 1),P8(Oboe 2),P8(Oboe 1),,,U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,,,,,,Main Part,,P8(Main),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
272.25,274.25,,,,,,P8(Bb (basso) Horn 3),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),U(D Horn 2),U(D Horn 1),P8(Bb Clarinet 2),,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,Main Part,,U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
274.25,277.5,,,Main Part,,,,U(Bassoon 2)&P6(Violin 1)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P6(Violin 1)&U(Violoncello)&P8(Contrabass),P8(D Horn 2)&P3(Viola),P8(D Horn 1)&P3(Viola),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P6(Bassoon 1)&P6(Bassoon 2)&P6(Violoncello)&P6(Contrabass),,P3(D Horn 1)&P3(D Horn 2),U(Bassoon 1)&U(Bassoon 2)&P6(Violin 1)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P6(Violin 1)&P8(Violoncello)
277.5,278.25,,,,,,,U(Bassoon 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P3(Viola)&U(Violoncello)&P8(Contrabass),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,Main Part,,P3(Bassoon 1)&P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P3(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P8(Violoncello)
278.25,281.5,,,Main Part,,,,U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2)&U(Violoncello)&P8(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 2)&P5(Violin 1)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P5(Violin 1)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,P3(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P5(D Horn 2)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P5(Violin 1)&P3(Violoncello)&P3(Contrabass),,U(Bassoon 1)&U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)
281.5,282.25,P8(Oboe 1)&P8(Oboe 2),,P8(Flute 1)&U(Oboe 2),P8(Flute 1)&U(Oboe 1),,,U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb (basso) Horn 4)&P3(Violin 2),P8(Bb (basso) Horn 3)&P3(Violin 2),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P8(Viola)&P8(Violoncello)
282.25,285.5,,,Main Part,,,,P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P8(Violoncello)&P8(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 2)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(Violin 1)&P3(Violoncello)&P3(Contrabass),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P3(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P3(Violoncello)&P3(Contrabass),,,U(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P8(Violoncello)
285.5,287.25,,,,,,,,P3(Main)&P8(Violoncello)&U(Contrabass),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4)&P8(Violin 2),P8(Bb (basso) Horn 3)&P8(Violin 2),,,,Main Part,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P8(Bassoon 2)&P3(Main)&P8(Contrabass),U(Bassoon 2)&P3(Main)&P8(Violoncello)
287.25,288.25,P3(Oboe 1)&P3(Bb Clarinet 2)&P5(Bassoon 2),,P3(Flute 1)&P8(Bb Clarinet 2)&P3(Bassoon 2),,Main Part,P3(Flute 1)&P8(Oboe 1)&P3(Bassoon 2),,P5(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2),,,,,,,,,,,,
288.25,290.0,Main Part,P8(Oboe 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),,P8(Flute 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,,,P5(Flute 2)&P5(Oboe 2)&P8(Bb (basso) Horn 4),P5(Flute 2)&P5(Oboe 2)&P8(Bb (basso) Horn 3),,,,,,,,
290.0,293.5,Main Part,,P8(Bb Clarinet 1),,P8(Oboe 1),,P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,"P8(D Trumpet 2)&P8(D, A Timpani)&P4(Violin 1)&U(Violin 2)&P6(Viola)&P3(Violoncello)&P3(Contrabass)","P8(D Trumpet 1)&P8(D, A Timpani)&P4(Violin 1)&P8(Violin 2)&P6(Viola)&P3(Violoncello)&P3(Contrabass)",P8(D Trumpet 1)&P8(D Trumpet 2)&P4(Violin 1)&P8(Violin 2)&P6(Viola)&P3(Violoncello)&P3(Contrabass),"P4(D Trumpet 1)&P4(D Trumpet 2)&P4(D, A Timpani)&P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass)","U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)&P4(Violin 1)&P6(Viola)&P3(Violoncello)&P3(Contrabass)","P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&P3(Violin 1)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass)","P3(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass)","P3(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)"
293.5,298.5,,P8(Oboe 1)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Flute 2)&P8(Oboe 1),P8(Oboe 2),P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,,
298.5,306.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&U(Contrabass),"P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)",P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Viola)&P8(Violoncello)&P8(Contrabass),"P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola)&P8(Violoncello)
306.0,319.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 4),P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)
319.0,325.875,,,,,,,,,P8(Violoncello),,,,"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,Main Part,,P8(D Horn 1),
325.875,329.875,,,,,,,,,P4(D Horn 2)&U(Violin 2)&P8(Violoncello),P4(D Horn 1)&P4(Violin 2)&P4(Violoncello),,,,,,Main Part,U(D Horn 1)&P4(D Horn 2)&P8(Violoncello),P8(Contrabass),P8(D Horn 1)&P4(D Horn 2)&P8(Violin 2),P8(Viola)
329.875,333.875,,,,,P4(D Horn 1)&P8(D Horn 2)&P4(Violin 2)&P4(Violoncello),,,,P4(Bb Clarinet 1)&P4(D Horn 2)&U(Violin 2)&P8(Violoncello),P8(Bb Clarinet 1)&P4(D Horn 1)&P4(Violin 2)&P4(Violoncello),,,"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,P4(Bb Clarinet 1)&U(D Horn 1)&P4(D Horn 2)&P8(Violoncello),Main Part,P4(Bb Clarinet 1)&P8(D Horn 1)&P4(D Horn 2)&P8(Violin 2),P8(Main)
333.875,337.875,,,P4(Bb Clarinet 1)&P8(D Horn 1)&P4(D Horn 2)&P8(Violin 2)&P8(Violoncello),,P4(Oboe 1)&P4(D Horn 1)&P8(D Horn 2)&P4(Violin 2)&P4(Violoncello),,,,P8(Oboe 1)&P4(Bb Clarinet 1)&P4(D Horn 2)&U(Violin 2)&P8(Violoncello),P4(Oboe 1)&P8(Bb Clarinet 1)&P4(D Horn 1)&P4(Violin 2)&P4(Violoncello),,,,,,Main Part,P8(Oboe 1)&P4(Bb Clarinet 1)&U(D Horn 1)&P4(D Horn 2)&P8(Violoncello),P8(Contrabass),P8(Oboe 1)&P4(Bb Clarinet 1)&P8(D Horn 1)&P4(D Horn 2)&P8(Violin 2),P8(Viola)
337.875,341.875,P5(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P8(D Horn 2),P8(D Horn 1),,P8(Flute 2)&P8(D Horn 2),,P5(Flute 1)&P3(Bassoon 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),P3(Flute 1)&P3(Bassoon 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(Oboe 1),P8(Flute 2)&P8(Bb Clarinet 1),P8(Flute 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 4),P8(Flute 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Bb (basso) Horn 3),"U(D Trumpet 2)&P8(D, A Timpani)","U(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,P8(Violoncello),Main Part,P8(Violin 2),
341.875,345.875,P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P5(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&P8(Violoncello),P8(Flute 1)&P5(Flute 2)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&U(Violin 2)&P8(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 2)&P3(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2)&U(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&U(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 4)&P5(Violin 2)&P5(Violoncello),P8(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P5(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P8(D Horn 1)&P5(D Horn 2)&P8(Bb (basso) Horn 3)&P5(Violin 2)&P5(Violoncello),,,,Main Part,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violoncello),,P5(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2)&P5(D Horn 1)&U(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4)&P8(Violin 2),
