qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
746.5,748.5,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Violin 1)&U(Violin 2)&P8(Viola),P8(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Main)&P8(Eb Horn 2)&U(Violoncello)&U(Contrabass),Main Part,P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violoncello)&P8(Contrabass),,,,P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Violin 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&U(Violoncello)
748.5,750.5,Main Part,P8(Main)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Violin 1)&U(Violin 2)&P8(Viola),P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Violoncello)&U(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Violin 1)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Violoncello)
750.5,752.5,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Violin 1)&U(Violin 2)&P8(Viola),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&U(Contrabass),Main Part,U(Main),,,,P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Violin 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&U(Violoncello)
752.5,758.5,Main Part,P8(Main)&U(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Flute 2)&P8(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&U(Contrabass),U(Eb Horn 2),U(Eb Horn 1),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),P8(Main)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)
758.5,762.5,"P8(Oboe 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),"P8(Flute 1)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Flute 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)&U(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),"P8(Flute 1)&U(Oboe 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P8(Oboe 1)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 1)&P8(Oboe 1)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola)&U(Violoncello)
762.5,768.5,"P8(Oboe 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),"P8(Flute 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)",P8(Flute 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(Main)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Main)&P8(Viola)&U(Violoncello)&U(Contrabass),"P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&U(Oboe 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 2)&P8(C, G Timpani)","P8(Flute 1)&P8(Oboe 1)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C, G Timpani)",P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Viola)&U(Contrabass),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Viola)&U(Violoncello)
768.5,770.5,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,,P8(Oboe 1)&P8(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,,,,Main Part,P8(Oboe 1)&U(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
770.5,776.5,,,,,P3(Bb Clarinet 2),P3(Bb Clarinet),P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
776.5,778.5,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
778.5,784.5,U(Flute 2),U(Flute 1),,,P4(Bb Clarinet 2),P4(Bb Clarinet),P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
784.5,786.5,U(Flute 2),U(Flute 1),P8(Bb Clarinet 2),,,P8(Oboe 1),P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
786.5,788.5,U(Flute 2)&P3(Bb Clarinet)&U(Bb Clarinet 2),U(Flute 1)&P3(Bb Clarinet)&U(Bb Clarinet 2),,,P3(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 2),U(Flute 1)&U(Flute 2)&P3(Bb Clarinet),P8(Bassoon 2),P8(Bassoon 1),,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
788.5,790.5,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
790.5,792.5,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,Main Part,,P8(Contrabass),P8(Violoncello)
792.5,798.0,P8(Bb Clarinet 2),P8(Bb Clarinet),P8(Violin 2),,P8(Flute 2),P8(Flute 1),P8(Bassoon 2),P8(Bassoon 1),,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P8(Oboe 1),,P8(Contrabass),P8(Violoncello)
798.0,800.0,"P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P3(Flute 1)&U(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)",Main Part,"P3(Flute 1)&U(Flute 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&U(Violin 1)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)","P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(C, G Timpani)&P3(Violin 1)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass)",,,"P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&U(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass)",P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),"P3(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass)","P3(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(C, G Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)"
800.0,802.0,,,Main Part,,,,,,,,,,,,,,,
802.0,804.0,,,Main Part,,,,,,,,,,,,,,,
804.0,806.0,,,Main Part,,,,,,,,,,,,,,,
806.0,808.5,,,Main Part,,,,,,,,,,,,,,,
808.5,810.5,,,P3(Oboe 2),P3(Oboe 1),,,,,,,,,,Main Part,,,,
810.5,812.5,,,P3(Oboe 2)&P8(Violin 1),P3(Oboe 1)&P3(Violin 1),,,,,,,,,,P8(Oboe 1)&P3(Oboe 2),Main Part,,,
812.5,814.5,,,P3(Oboe 2)&P8(Violin 1)&P4(Violin 2)&P2(Main),P3(Oboe 1)&P3(Violin 1)&P6(Violin 2)&P4(Main),,,,,,,,,,P8(Oboe 1)&P3(Oboe 2)&P4(Violin 2)&P2(Main),P4(Oboe 1)&P6(Oboe 2)&P4(Violin 1)&P3(Main),Main Part,P8(Contrabass),P8(Violoncello)
814.5,816.5,,,P3(Oboe 2),P3(Oboe 1),,,,,,,,,,,,,Main Part,P8(Main)
816.5,822.5,,,,,,,U(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),U(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 2),P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 1),,,,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
822.5,824.5,,,P8(Bb Clarinet),,P8(Oboe 1),,U(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2),U(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 2),P3(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
824.5,826.5,,,P8(Bb Clarinet),,P8(Oboe 1),,,,,,"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
826.5,828.5,,,P2(Oboe 2),P2(Oboe 1),,,P2(Bassoon 2)&U(Main)&P2(Eb Horn 2)&P5(Violoncello)&P5(Contrabass),P2(Bassoon 1)&P2(Main)&U(Eb Horn 2)&P4(Violin 1)&P4(Violoncello)&P4(Contrabass),Main Part,P2(Bassoon 1)&U(Bassoon 2)&P2(Main)&P4(Violin 1)&P4(Violoncello)&P4(Contrabass),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),P4(Bassoon 2)&P4(Eb Horn 2),,,P5(Bassoon 1)&P4(Bassoon 2)&P5(Main)&P4(Eb Horn 2)&P8(Contrabass),P5(Bassoon 1)&P4(Bassoon 2)&P5(Main)&P4(Eb Horn 2)&P8(Violoncello)
828.5,830.5,,,P8(Bassoon 1)&P8(Eb Horn 1),P8(Bassoon 2)&P8(Eb Horn 2),,,P8(Oboe 1)&U(Eb Horn 1),P8(Oboe 2)&U(Eb Horn 2),P8(Oboe 1)&U(Bassoon 1),P8(Oboe 2)&U(Bassoon 2),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
830.5,832.5,,,Main Part,P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P8(Eb Horn 2)&P3(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),,,P8(Main)&P3(Oboe 2)&P3(Bassoon 2)&U(Eb Horn 1)&P3(Eb Horn 2)&U(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&P3(Eb Horn 1)&U(Eb Horn 2)&P3(Violin 2)&U(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P3(Oboe 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 2)&U(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&U(Bassoon 2)&P3(Eb Horn 1)&P3(Violin 2)&U(Viola)&P3(Violoncello)&P3(Contrabass),"P8(C Trumpet 2)&P8(C, G Timpani)","P8(C Trumpet 1)&P8(C, G Timpani)",P8(C Trumpet 1)&P8(C Trumpet 2),,P8(Main)&P3(Oboe 2)&U(Bassoon 1)&P3(Bassoon 2)&U(Eb Horn 1)&P3(Eb Horn 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P3(Main)&P8(Oboe 2)&P3(Bassoon 1)&U(Bassoon 2)&P3(Eb Horn 1)&U(Eb Horn 2)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P5(Main)&P3(Oboe 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Eb Horn 1)&P3(Eb Horn 2)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P5(Main)&P3(Oboe 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Eb Horn 1)&P3(Eb Horn 2)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
832.5,834.0,,,P3(Bassoon 2),,P2(Bb Clarinet 2),P2(Bb Clarinet),,P3(Oboe 1),P3(Eb Horn 2),P3(Eb Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
834.0,842.0,,,P8(Bb Clarinet),P8(Bb Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
