qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,A Horn 1,A Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1126.5,1128.5,P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2),P7(Flute 1)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P7(Flute 2)&P7(Oboe 2)&P8(Bassoon 1)&P7(Bassoon 2),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P7(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P7(Flute 2)&P8(Oboe 1)&P7(Oboe 2)&P7(Bassoon 2),P7(Flute 1)&P8(Flute 2)&P7(Oboe 1)&P8(Oboe 2)&P7(Bassoon 1),,,,,,Main Part,,,U(Contrabass),U(Violoncello)
1128.5,1130.5,P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),,,P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,Main Part,,U(Contrabass),U(Violoncello)
1130.5,1132.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,,,,Main Part,,,U(Contrabass),U(Violoncello)
1132.5,1134.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,Main Part,U(Contrabass),U(Violoncello)
1134.5,1136.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2)&P4(Violoncello)&P4(Contrabass),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P4(Violoncello)&P4(Contrabass),,,,,,,Main Part,,P3(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P3(Bassoon 1)&P4(Bassoon 2)&U(Contrabass),P3(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P3(Bassoon 1)&P4(Bassoon 2)&U(Violoncello)
1136.5,1138.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,Main Part,U(Contrabass),U(Violoncello)
1138.5,1148.5,P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),P6(A Clarinet 2),P6(A Clarinet 1),P8(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),P8(A Horn 2),P8(A Horn 1),U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,,U(Contrabass),U(Violoncello)
1148.5,1156.5,P8(Oboe 1)&P8(A Clarinet 1)&P8(Bassoon 1),P8(Oboe 2)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&U(A Clarinet 1)&P8(Bassoon 1),P8(Flute 2)&U(A Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&U(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(A Clarinet 1),P8(Flute 2)&P8(Oboe 2)&P8(A Clarinet 2),P8(A Horn 2),P8(A Horn 1),U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1156.5,1158.5,P8(A Horn 1)&P8(A Horn 2),,P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(Flute 1)&P8(A Horn 2),P8(Flute 1)&P8(A Horn 1),U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1158.5,1160.5,P8(Flute 2)&P8(A Horn 1)&P8(A Horn 2),P8(Flute 1)&P8(A Horn 1)&P8(A Horn 2),P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(A Horn 2),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1),,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1160.5,1162.5,P8(Flute 2)&P8(A Horn 1)&P8(A Horn 2),P8(Flute 1)&P8(A Horn 1)&P8(A Horn 2),P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(A Horn 2),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1),U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1162.5,1164.5,P8(Flute 2)&P8(A Horn 1)&P8(A Horn 2),P8(Flute 1)&P8(A Horn 1)&P8(A Horn 2),P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(A Horn 2),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1),,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1164.5,1166.5,P8(Flute 2)&P8(A Horn 1)&P8(A Horn 2),P8(Flute 1)&P8(A Horn 1)&P8(A Horn 2),P8(A Clarinet 1)&P8(Bassoon 1),P8(A Clarinet 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&P8(A Clarinet 1),P8(Oboe 2)&P8(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(A Horn 2),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1),U(D Trumpet 2)&P8(Timpani),U(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1166.5,1168.5,P8(Flute 2)&P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(Flute 1)&P8(Flute 2)&P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(Flute 1)&U(Flute 2)&P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 2)&P8(Timpani),P8(Flute 1)&U(Flute 2)&P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&P8(Timpani),P8(Flute 1)&P8(Flute 2)&P8(A Horn 1)&U(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1168.5,1172.0,P8(A Horn 1),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2),P6(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1),P8(Flute 1),P8(Flute 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(A Horn 2)&U(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(A Horn 2)&U(D Trumpet 1)&P8(Timpani),P8(Flute 2)&P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1172.0,1196.0,Main Part,,,,,,,,,,P8(D Trumpet 2)&P8(Timpani),P8(D Trumpet 1)&P8(Timpani),P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1196.0,1216.0,P8(A Clarinet 1),P8(Oboe 2),,P8(Flute 2),P8(Flute 1),,,,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1216.0,1232.0,,,,,P8(Bassoon 1),,P8(A Clarinet 1),,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1232.0,1248.0,Main Part,U(Main)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),P8(Oboe 2),P8(Oboe 1),P8(Main)&P8(Flute 2)&U(A Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&U(A Clarinet 1)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),,P8(A Horn 2)&P8(Timpani),P8(A Horn 1)&P8(Timpani),U(D Trumpet 2),U(D Trumpet 1),P8(A Horn 1)&P8(A Horn 2),,,,P8(Contrabass),P8(Violoncello)
1248.0,1264.0,Main Part,,,,P8(Bassoon 1),,P8(A Clarinet 1),,,,P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
1264.0,1292.0,,,,,,,,,,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
