qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
542.0,550.0,P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P8(Violin 1)&P4(Violin 2)&P2(Contrabass),P3(Flute)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Main)&P8(Bb Trumpet 2)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),P8(Flute)&P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P8(Violin 1)&P4(Violin 2)&P2(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P8(Violin 2)&P3(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P8(Violin 2)&P3(Contrabass),,,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bb (basso) Horn 2)&P8(Main)&P8(Bb Trumpet 2)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P4(Main)&P4(Bb Trumpet 2)&P2(Violin 1)&P3(Violin 2)&P8(Contrabass),Main Part,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Main)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),,P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P4(Violin 2)&P2(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P3(Contrabass),,,P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Main)&P4(Bb Trumpet 2)&P2(Violin 1)&P3(Violin 2)
550.0,558.0,P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 2)&P2(Timpani),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 2)&P3(Timpani),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 2)&P3(Timpani),,,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P4(Bb Trumpet 2)&P8(Timpani),,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
558.0,567.0,P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P8(Violin 1)&P4(Violin 2)&P2(Contrabass),P3(Flute)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Main)&P8(Bb Trumpet 2)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),P8(Flute)&P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P8(Violin 1)&P4(Violin 2)&P2(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P8(Violin 2)&P3(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P8(Violin 2)&P3(Contrabass),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 2)&U(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Main)&P8(Bb Trumpet 2)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&U(Violin 2)&P3(Contrabass),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 2)&P8(Main)&P8(Bb Trumpet 2)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Main)&P4(Bb Trumpet 2)&P2(Violin 1)&P3(Violin 2)&P8(Contrabass),Main Part,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Main)&P3(Violin 1)&P6(Violin 2)&P4(Contrabass),,P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Main)&P3(Bb Trumpet 2)&P4(Violin 2)&P2(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Main)&P6(Bb Trumpet 2)&P4(Violin 1)&P3(Contrabass),,,P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Main)&P4(Bb Trumpet 2)&P2(Violin 1)&P3(Violin 2)
567.0,568.0,,,,,,,,,,,,,,,Main Part,U(Main),
568.0,569.0,,,,,,,,,,,,,Main Part,,U(Violoncello),U(Viola),
569.0,570.0,,,,,,,,,,,,,,,Main Part,U(Main),
570.0,571.0,,,,,,,,,,,,,Main Part,,,,
571.0,572.0,,,,,,,,,,,,,,,,Main Part,
572.0,573.0,,,,,,,,,,,,,Main Part,,,P8(Main),
573.0,582.0,P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P6(Flute)&P6(Oboe 2)&P6(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Flute)&P6(Oboe 1)&U(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P6(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P4(Flute)&P3(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),Main Part,,P8(Flute)&P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P6(Flute)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Flute)&P6(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute)&P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),,,,,P8(Flute)&P6(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
582.0,590.0,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
590.0,598.0,,P6(Oboe 2),P6(Oboe 1),,P8(Bassoon 2)&P8(Bb (basso) Horn 1),,P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),P8(Bb Clarinet 2)&P8(Bassoon 2),,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
598.0,606.0,,P8(Bb Clarinet 2),,P8(Bb (basso) Horn 2),P8(Oboe 1),,,,P8(Bb Clarinet 1),P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,Main Part,,P8(Contrabass),P8(Violoncello)
606.0,614.0,,P8(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2),P8(Bassoon 2),,P8(Oboe 1)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2),,P8(Oboe 2),P3(Oboe 1)&P3(Bb Clarinet 2)&U(Bb (basso) Horn 2),P3(Oboe 1)&P3(Bb Clarinet 2)&U(Bb (basso) Horn 1),,,,Main Part,,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
614.0,618.0,P8(Main)&P8(Bassoon 1),,,Main Part,,P8(Flute)&P8(Main),,,,,,,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
618.0,622.0,,U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1),,,,,,Main Part,U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
622.0,628.5,,Main Part,P8(Bb Clarinet 1),P8(Oboe 2),P8(Main)&P8(Viola),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,P8(Main)&P8(Bb Clarinet 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
628.5,632.5,Main Part,P6(Oboe 2)&P8(Bb Clarinet 2),P6(Oboe 1)&P6(Bb Clarinet 2),,P8(Oboe 1)&P6(Oboe 2),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&P8(Contrabass),P3(Violin 2)&P6(Viola),,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P3(Bb (basso) Horn 1)&P4(Viola),P6(Bb (basso) Horn 1)&P4(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
632.5,642.0,,,,Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
642.0,648.5,,Main Part,,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
648.5,650.0,,,,P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,P8(Bb Clarinet 1)&U(Violoncello)&P8(Contrabass),,,,,,,Main Part,,P8(Main),P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Contrabass),P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Violoncello)
650.0,657.5,,,,Main Part,,P8(Main),,,,,,,,,,P8(Contrabass),P8(Violoncello)
657.5,664.0,,P8(Bb Clarinet 2)&P8(Bassoon 2),,P8(Bassoon 1),P8(Oboe 1)&P8(Bassoon 2),P8(Bb Clarinet 1),P8(Oboe 1)&P8(Bb Clarinet 2),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
664.0,669.5,P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),Main Part,,,,P8(Main),,P3(Flute)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P3(Flute)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P3(Flute)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
669.5,673.5,Main Part,P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1),P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Main),P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
673.5,677.5,P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P8(Violin 1)&P6(Violoncello)&P6(Contrabass),Main Part,P3(Bb Clarinet 1),P3(Oboe 2),P3(Main),,,P3(Flute)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P3(Flute)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P3(Flute)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P3(Flute)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P3(Flute)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Flute)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P6(Violoncello)&P6(Contrabass),P8(Viola),P8(Violin 2),P6(Flute)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P6(Violin 1)&P8(Contrabass),P6(Flute)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P6(Violin 1)&P8(Violoncello)
677.5,685.5,P8(Main)&P8(Oboe 2)&P8(Violin 1),Main Part,P8(Flute)&U(Main)&U(Violin 1),P8(Bb Clarinet 2),P8(Bb Clarinet 1),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&U(Violoncello)&P8(Contrabass),P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Violin 2)&P8(Viola),P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Violin 2)&U(Viola),U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&U(Violin 2)&P8(Viola),P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Violin 2)&P8(Viola),P8(Flute)&U(Main)&U(Oboe 2),U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Viola),P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
685.5,692.0,,Main Part,,,,,P8(Violoncello)&P8(Contrabass),P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
692.0,701.0,P3(Main)&P8(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani),Main Part,P8(Flute)&P3(Main)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P8(Main)&P3(Oboe 2)&P3(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P3(Flute)&P5(Main)&P3(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2)&P7(Bb Trumpet 1)&P7(Bb Trumpet 2)&P7(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P5(Flute)&P3(Main)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,,
