qstamp_start,qstamp_end,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"D, A Timpani",Triangle,Cymbals,Bass Drum,Soprano solo,Alto solo,Tenor solo,Bass solo,Soprano,Alto,Tenor,Bass,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1166.0,1175.0,,U(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1),P8(Bass)&P8(Violoncello)&U(Contrabass),,,,,,,,,,,,,,,,,,P8(Violin 1),,,P8(Contrabassoon)&U(Violoncello)&P8(Contrabass),P8(Soprano),,,P8(Contrabassoon)&U(Bass)&P8(Contrabass),U(Contrabassoon)&P8(Bass)&P8(Violoncello)
1175.0,1179.25,,P8(Flute 2)&P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Main)&P8(Oboe 2)&U(Bassoon 1),P8(Violoncello)&U(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Bass),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Bass),,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Bass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Bass),,,,,,,,,,,,,,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Violin 2),U(Violin 1),,P8(Contrabassoon)&P8(Contrabass),U(Contrabassoon)&P8(Violoncello)
1179.25,1183.5,,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,P8(Soprano)&P6(Alto)&P4(Tenor)&P8(Bass),,,,,,,,"P8(D, A Timpani)&P6(Alto)&P4(Tenor)&P8(Bass)","P6(D, A Timpani)&P6(Soprano)&P3(Tenor)&P6(Bass)","P4(D, A Timpani)&P4(Soprano)&P3(Alto)&P4(Bass)","P8(D, A Timpani)&P8(Soprano)&P6(Alto)&P4(Tenor)",Main Part,P8(Contrabassoon)&U(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),U(Contrabassoon)&P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1183.5,1187.25,,P8(Flute 2)&P8(Main)&P8(Oboe 2),P8(Flute 1)&U(Main)&P8(Oboe 2),Main Part,P8(Flute 1)&P8(Flute 2)&P8(Main),,,U(Bassoon 2),U(Bassoon 1),P8(Viola)&P8(Violoncello)&U(Contrabass),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,,,,,,,,,,,,,U(Violin 2),U(Violin 1),P8(Contrabassoon)&P8(Violoncello)&P8(Contrabass),P8(Contrabassoon)&P8(Viola)&P8(Contrabass),U(Contrabassoon)&P8(Viola)&P8(Violoncello)
1187.25,1200.5,,"P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)",,,P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),"P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)",P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",,,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,,,,,,,,,Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1200.5,1215.5,,,,,,,,Main Part,P8(Main)&P8(Contrabassoon),P8(Main)&P8(Bassoon 2),,,,,,,,,,,,,,,,,,,,,,,,,,
1215.5,1227.5,,,,,,P8(Bb Clarinet 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4),P8(Bb Clarinet 1)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4),Main Part,P8(Main)&P8(Contrabassoon),P8(Main)&P8(Bassoon 2),,,P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 4),P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,,
1227.5,1239.0,,,,,,Main Part,P6(Bb (basso) Horn 3),P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,P6(Bb Clarinet 2),P6(Main),,,,,,,P2(Cymbals),P2(Triangle),,,,,,,,,,,,,,
1239.0,1251.0,Main Part,,,P8(Oboe 2),P8(Oboe 1),P8(Main)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1251.0,1263.0,Main Part,,,U(Main)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,P8(Main)&P8(Oboe 1)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1263.0,1275.0,Main Part,,,,,P8(Main)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1275.0,1287.0,Main Part,,,P8(Main)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,P8(Main)&P8(Oboe 1)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1287.0,1297.5,Main Part,,,P6(Oboe 2),P6(Oboe 1),P8(Main),,P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1297.5,1309.5,Main Part,,,,,P8(Main),,P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1309.5,1323.0,Main Part,,,,,P8(Main),,P8(Bassoon 2)&P8(Contrabassoon),P8(Bassoon 1)&P8(Contrabassoon),P8(Bassoon 1)&P8(Bassoon 2),,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1323.0,1334.0,Main Part,,,P8(Main)&P6(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),P6(Main)&P6(Oboe 1)&P6(Bb Clarinet 1)&P6(Bb (basso) Horn 3),P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,,,,,,,
1334.0,1343.0,P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,,P8(Oboe 2),P8(Oboe 1),P8(Piccolo)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),,,,P8(Piccolo)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,P6(Violin 2)&P8(Viola)&P8(Violoncello),P6(Violin 1)&P6(Viola)&P6(Violoncello),P8(Violin 1)&P6(Violin 2)&P8(Violoncello),P8(Violin 1)&P6(Violin 2)&P8(Viola),
1343.0,1358.0,P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,,,,P8(Piccolo)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),,,,P8(Piccolo)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1358.0,1370.0,P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,,,,P8(Piccolo)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),,,,P8(Piccolo)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1370.0,1382.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,,P8(Piccolo)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 3),,P8(Piccolo)&P8(Oboe 1)&P8(Bb (basso) Horn 3),P8(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),,,,P8(Piccolo)&P8(Oboe 1)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1382.0,1394.0,P8(Bb Clarinet 1),,,P6(Oboe 2),P6(Oboe 1),P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,P8(Violin 2)&P6(Viola)&P4(Violoncello),P8(Violin 1)&P6(Viola)&P4(Violoncello),P6(Violin 1)&P6(Violin 2)&P3(Violoncello),P4(Violin 1)&P4(Violin 2)&P3(Viola),
1394.0,1406.0,P8(Bb Clarinet 1),,,,,P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1406.0,1418.0,P8(Bb Clarinet 1),,,,,P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1418.0,1430.0,P8(Oboe 1)&P8(Bb Clarinet 1),,,P8(Piccolo)&P8(Bb Clarinet 1),,P8(Piccolo)&P8(Oboe 1),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,,,,,,,
1430.0,1442.0,P8(Bb Clarinet 1),,,P6(Oboe 2),P6(Oboe 1),P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,Main Part,,,,P8(Bass),P8(Tenor),P8(Violin 2)&P6(Viola)&P4(Violoncello),P8(Violin 1)&P6(Viola)&P4(Violoncello),P6(Violin 1)&P6(Violin 2)&P3(Violoncello),P4(Violin 1)&P4(Violin 2)&P3(Viola),
1442.0,1454.0,P8(Bb Clarinet 1),,,,,P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,Main Part,,,,,,
1454.0,1466.0,P8(Bb Clarinet 1),,,,,P8(Piccolo),,,,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,Main Part,,,,,,
1466.0,1479.0,P8(Bb Clarinet 1),,,,,P8(Piccolo),,P8(Bassoon 2),P8(Bassoon 1),P8(Contrabass),,,,,,,,,,,,P2(Bass Drum),P2(Cymbals),,,,,,,Main Part,,,,,,P8(Contrabassoon)
1479.0,1489.5,Main Part,,,,,P8(Main),,,P8(Contrabassoon),P8(Bassoon 2),,,,,,,,,,,P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1489.5,1503.0,Main Part,,,P8(Main),,,,,,,,,,,,,,,,,P2(Cymbals)&P3(Bass Drum),P2(Triangle)&P2(Bass Drum),P3(Triangle)&P2(Cymbals),,,,,,,P8(Bass),P8(Tenor),,,,P8(Contrabass),P8(Violoncello)
1503.0,1515.0,,,,,,Main Part,P8(Main),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,P8(Bass),P8(Tenor),,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1515.0,1533.0,,U(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Viola),U(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P3(Viola),P3(Flute 1)&P3(Flute 2)&U(Oboe 2)&U(Viola),P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&U(Viola),Main Part,,P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Contrabass),,P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,P3(Flute 1)&P3(Flute 2)&U(Oboe 1)&U(Oboe 2),,P8(Bassoon 1)&U(Bassoon 2)
1533.0,1547.0,,Main Part,U(Main),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),,,,U(D Horn 2),U(D Horn 1),,,,,,,,,,,,,,,,,,,,,,,,
1547.0,1557.0,,Main Part,U(Main),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2),U(Bassoon 1),,U(D Horn 2),U(D Horn 1),,,,,,,,,,,,,,,,,,,,,,,,
1557.0,1569.0,,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2),P8(Main)&P8(Flute 2)&U(Oboe 2),P8(Main)&P8(Flute 2)&U(Oboe 1),,,U(Bassoon 2),U(Bassoon 1),,,,,,,,,,,,,,,,,,,,,,,,,U(Violoncello),U(Viola),
1569.0,1578.0,,Main Part,,P8(Oboe 2),P8(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,,,,,,,,,,,,,,,,
1578.0,1587.0,,Main Part,,P8(Oboe 2),P8(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1587.0,1593.0,,P8(Flute 2),P8(Flute 1),Main Part,P8(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Bb Clarinet 2)&P8(Violin 2),P8(Bb Clarinet 1)&P8(Violin 2),P8(Main)&P8(Oboe 2)&U(Bassoon 2)&P8(Violin 1),P8(Main)&P8(Oboe 2)&U(Bassoon 1)&P8(Violin 1),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
1593.0,1599.0,,P8(Flute 2),P8(Flute 1),Main Part,P8(Main),,P8(Violin 2),,,,P8(D Horn 2),P8(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,P8(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
1599.0,1610.0,,P8(Flute 2),P8(Flute 1),Main Part,P8(Main),P8(Bassoon 1),P8(Bassoon 2),P8(Bb Clarinet 1),P8(Bb Clarinet 2),,P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1610.0,1623.0,,Main Part,P8(Main),P8(Oboe 2),P8(Oboe 1),,,,,,P8(D Horn 2),P8(D Horn 1),,,,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1623.0,1626.0,,Main Part,P8(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 2),U(Oboe 1),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1626.0,1629.0,,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2),Main Part,U(Main),P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1629.0,1632.0,,Main Part,P8(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 2),U(Oboe 1),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1632.0,1635.0,,P8(Flute 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2),Main Part,U(Main),U(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,,,,,,,,,,,,,,,,,,,,,,,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
1635.0,1640.0,,Main Part,,,,P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,,P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1640.0,1644.5,,P4(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(Bb (basso) Horn 4)&P4(Viola),P4(Flute 1)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P7(Bb (basso) Horn 4)&P8(Viola),,P8(Flute 1)&P4(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P4(Bb (basso) Horn 4)&P4(Viola),,P8(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P4(Bb (basso) Horn 4)&P4(Viola),Main Part,P8(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(D Horn 1)&U(D Horn 2)&P4(Bb (basso) Horn 4)&P4(Viola),,P8(Flute 1)&P4(Flute 2)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 2)&P8(D Horn 2)&P4(Bb (basso) Horn 4)&P4(Viola),P8(Flute 1)&P4(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(D Horn 1)&P4(Bb (basso) Horn 4)&P4(Viola),,P4(Flute 1)&P7(Flute 2)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P7(Viola),,,,,,,,,,,,,,,,,,P8(Main),,P4(Flute 1)&P8(Flute 2)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P7(Bb (basso) Horn 4),P8(Contrabass),P8(Violoncello)
1644.5,1650.5,,,,Main Part,,P8(Main)&U(Violin 1),,,,,,,,,,,,,,,,,,,,,,,,,,P8(Main)&U(Bb Clarinet 1),,,P8(Contrabass),P8(Violoncello)
1650.5,1656.5,,Main Part,,P8(Bb Clarinet 1),,P8(Oboe 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1656.5,1665.5,,Main Part,,P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1),,,,,,,,,,,,,,,,,,,,,,,,,,,
1665.5,1671.5,,P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1),,P8(Oboe 2),P8(Oboe 1),Main Part,P8(Flute 1)&U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1),P8(Flute 1)&P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Violin 1),,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,U(Flute 1)&P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Contrabass),P8(Violoncello)
1671.5,1677.5,,,,P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Oboe 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1),P8(Main)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Violin 1),,,,P8(Oboe 1)&P8(Oboe 2)&P8(Bb (basso) Horn 4),P8(Oboe 1)&P8(Oboe 2)&P8(Bb (basso) Horn 3),,,,,,,,,,,,,,,,,,P8(Main)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Contrabass),P8(Violoncello)
