qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
868.0,874.0,,,,,P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P6(F Horn 1)&P3(F Horn 2),P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(F Horn 1)&P8(F Horn 2),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P6(F Horn 1)&P3(F Horn 2),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(F Horn 1)&U(F Horn 2),P6(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P4(F Horn 2),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1),,Main Part,,P8(Contrabass),P8(Violoncello)
874.0,882.0,,,,,,,,,,,,Main Part,,,
882.0,892.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),Main Part,,,,
892.0,898.5,P3(Bassoon 2),P3(Bb Clarinet 2),,,,P3(Flute 2),,P3(Flute 1),,,Main Part,,,P8(Contrabass),P8(Violoncello)
898.5,906.0,U(Oboe 1)&P8(Bb Clarinet 1)&U(Main),U(Oboe 2),U(Flute 1)&P8(Bb Clarinet 1)&U(Main),U(Flute 2),P8(Flute 1)&P8(Oboe 1)&P8(Main),,P4(Bassoon 2)&P8(Viola)&P4(Contrabass),P4(Bassoon 1)&P4(Viola)&P8(Contrabass),,,Main Part,,P8(Bassoon 1)&P4(Bassoon 2)&P4(Contrabass),,P4(Bassoon 1)&P8(Bassoon 2)&P4(Viola)
906.0,914.0,,,P8(Bb Clarinet 1)&U(Main),P8(Bb Clarinet 2)&U(Violin 2),P8(Oboe 1)&P8(Main),P8(Oboe 2)&P8(Violin 2),,,,,Main Part,U(Oboe 2)&P8(Bb Clarinet 2),,,
914.0,922.0,,,,,,,U(Bassoon 2),U(Bassoon 1),,,Main Part,,,,
922.0,926.0,U(Flute 2),U(Flute 1),P8(F Horn 1),,,,U(Bassoon 2),U(Bassoon 1),P8(Oboe 1),,Main Part,,P4(Contrabass),,P4(Viola)
926.0,928.0,U(Flute 2),U(Flute 1),P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Violin 2),P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Violin 2),P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P3(Violin 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Violin 2),,,,,Main Part,P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P4(Contrabass),,P4(Viola)
928.0,932.5,,,P3(Oboe 2)&P3(Violin 2),P3(Oboe 1)&U(Violin 2),P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,,,Main Part,P3(Oboe 1)&U(Oboe 2),,,
932.5,940.5,,,,,P3(Bb Clarinet 2)&P3(F Horn 1)&P8(F Horn 2)&P8(Viola),P3(Bb Clarinet 1)&U(F Horn 1)&P3(F Horn 2)&P3(Viola),,,P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(F Horn 2)&P3(Viola),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(F Horn 1)&U(Viola),Main Part,P5(Violoncello)&P5(Contrabass),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(F Horn 1)&U(F Horn 2),P5(Violin 2)&P8(Contrabass),P5(Violin 2)&P8(Violoncello)
940.5,948.5,,,,,P3(Bb Clarinet 2)&P3(F Horn 1)&P8(F Horn 2)&P8(Viola),P3(Bb Clarinet 1)&U(F Horn 1)&P3(F Horn 2)&P3(Viola),P8(Bassoon 2),P8(Bassoon 1),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(F Horn 2)&P3(Viola),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(F Horn 1)&U(Viola),Main Part,P6(Violoncello)&P6(Contrabass),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(F Horn 1)&U(F Horn 2),P6(Violin 2)&P8(Contrabass),P6(Violin 2)&P8(Violoncello)
948.5,952.5,,,,,P3(Bb Clarinet 2)&P8(F Horn 2)&P8(Viola),P3(Bb Clarinet 1)&P4(Bassoon 1)&P3(F Horn 2)&P3(Viola),P4(Bb Clarinet 2),,,P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Viola),Main Part,P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(F Horn 2),P3(Violin 2)&P8(Contrabass),P3(Violin 2)&P8(Violoncello)
952.5,956.5,,,,,P3(Bb Clarinet 2)&P8(Viola),P3(Bb Clarinet 1)&P3(Viola),P3(Bassoon 2)&P8(F Horn 1),P3(Bassoon 1)&P3(F Horn 1),P8(Bassoon 1)&P3(Bassoon 2),,Main Part,P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Violin 2)&P8(Contrabass),P3(Violin 2)&P8(Violoncello)
956.5,966.0,,,,,P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2),P3(Bb Clarinet 1)&P5(Bassoon 1)&P7(Bassoon 2)&P5(F Horn 1)&U(F Horn 2),P3(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P8(F Horn 1)&P5(F Horn 2),P5(Bb Clarinet 1)&P7(Bb Clarinet 2)&P3(Bassoon 1)&P3(F Horn 1)&P7(F Horn 2),P3(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 2),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P5(Bassoon 1)&P7(Bassoon 2)&P5(F Horn 1),Main Part,,,,
966.0,970.0,,,,,,,,,,,Main Part,,,,
970.0,974.0,,,,,,,,,,,Main Part,,,,
974.0,978.0,,,,,,,,,,,,Main Part,,,
978.0,982.0,,,,,,,,,,,,Main Part,,,
982.0,982.0,,,,,,,,,,,Main Part,P7(Main)&P3(Viola)&P7(Violoncello),P5(Main)&P3(Violin 2)&P5(Violoncello),P8(Main)&P7(Violin 2)&P5(Viola),
982.0,986.0,,,,,,,,,,,,,,Main Part,
986.0,990.0,,,,,,,,,P8(F Horn 2)&P8(Contrabass),P8(F Horn 1)&U(Contrabass),,,,Main Part,P8(F Horn 1)&U(F Horn 2)
990.0,994.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),,,,P8(Main),Main Part
994.0,998.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),,,,P8(Main),Main Part
998.0,1002.0,,,Main Part,,,,,,U(F Horn 2),U(F Horn 1),,,,P8(Contrabass),P8(Violoncello)
1002.0,1006.0,P2(Flute 2)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 2),P2(Flute 1)&U(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Bassoon 2),Main Part,P2(Flute 1)&U(Flute 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Bassoon 2),P8(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 2)&P8(Bassoon 2),P2(Flute 1)&U(Flute 2)&U(Oboe 2)&P2(Bb Clarinet 1)&P2(Bassoon 2),P8(Main),P8(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2),U(F Horn 2),U(F Horn 1),,,,U(Contrabass),U(Violoncello)
1006.0,1010.0,Main Part,U(Oboe 2)&U(Bb Clarinet 2),U(Main)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 2)&U(Bb Clarinet 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 2)&U(Oboe 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1),U(F Horn 2)&P3(Violoncello)&P3(Contrabass),U(F Horn 1)&P3(Violoncello)&P3(Contrabass),,,,P3(F Horn 1)&P3(F Horn 2)&U(Contrabass),P3(F Horn 1)&P3(F Horn 2)&U(Violoncello)
1010.0,1014.0,Main Part,U(Oboe 2)&U(Bb Clarinet 2),U(Main)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 2)&U(Bb Clarinet 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 2)&U(Oboe 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bassoon 1),P8(F Horn 2),P8(F Horn 1),,,,U(Contrabass),U(Violoncello)
1014.0,1018.0,Main Part,P3(Violoncello)&P3(Contrabass),P8(Bb Clarinet 1)&P8(Bassoon 1),,P8(Oboe 1)&P8(Bassoon 1),,P8(Oboe 1)&P8(Bb Clarinet 1),,P8(F Horn 2),P8(F Horn 1),,,,P3(Flute 2)&P8(Contrabass),P3(Flute 2)&P8(Violoncello)
1018.0,1026.0,,P8(Violin 2),,,,,,,P8(F Horn 2),P8(F Horn 1),Main Part,P8(Flute 2),,P8(Contrabass),P8(Violoncello)
1026.0,1032.0,P6(Flute 2)&P4(F Horn 1)&P4(F Horn 2),P6(Flute 1)&P3(F Horn 1)&P3(F Horn 2),,,Main Part,,,,P4(Flute 1)&P3(Flute 2)&P8(F Horn 2),P4(Flute 1)&P3(Flute 2)&P8(F Horn 1),,,,P8(Contrabass),P8(Violoncello)
1032.0,1040.0,,P8(Violin 2),P3(Oboe 2),P3(Oboe 1),,,,,P8(F Horn 2),P8(F Horn 1),Main Part,P8(Flute 2),,P8(Contrabass),P8(Violoncello)
1040.0,1048.0,,,,,Main Part,,,,P8(F Horn 2),P8(F Horn 1),,,,P8(Contrabass),P8(Violoncello)
1048.0,1055.0,,,,,Main Part,,,,P8(F Horn 2),P8(F Horn 1),,,,P8(Contrabass),P8(Violoncello)
1055.0,1063.5,P8(Bassoon 1),P8(Bassoon 2),P8(Bb Clarinet 2),,Main Part,P8(Oboe 1),P8(Flute 1),P8(Flute 2),P8(F Horn 2),P8(F Horn 1),,,,P8(Contrabass),P8(Violoncello)
1063.5,1071.5,P3(Flute 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Bassoon 1)&P8(Bassoon 2),U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,U(Oboe 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&U(F Horn 1)&P8(F Horn 2),P8(Flute 1)&P3(Flute 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Bassoon 1),P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1),Main Part,U(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1071.5,1086.0,P3(Flute 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Bassoon 1)&P8(Bassoon 2),U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,U(Oboe 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&U(F Horn 1)&P8(F Horn 2),P8(Flute 1)&P3(Flute 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Bassoon 1),P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1),Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1086.0,1094.5,,,U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,U(Oboe 1)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&U(F Horn 1)&P8(F Horn 2),,,P8(Oboe 1)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(F Horn 2),P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(F Horn 1),,Main Part,P8(Main),,
1094.5,1102.5,,,,,,,,,,,,P8(Viola),P8(Violin 2),Main Part,
1102.5,1110.5,,,P4(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P4(Bassoon 1)&P6(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2),,,P8(Oboe 1)&P4(Oboe 2)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P3(Oboe 1)&P6(Oboe 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1),Main Part,P8(Viola),P8(Violin 2),,
1110.5,1114.5,,,P4(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P4(Bassoon 1)&P6(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2),Main Part,,P8(Oboe 1)&P4(Oboe 2)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P3(Oboe 1)&P6(Oboe 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1),,,,,
1114.5,1118.5,,,P4(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P4(Oboe 1)&P4(Bassoon 1)&P6(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2),Main Part,,P8(Oboe 1)&P4(Oboe 2)&P3(Bassoon 2)&P2(F Horn 1)&P2(F Horn 2),P3(Oboe 1)&P6(Oboe 2)&P3(Bassoon 1)&P4(F Horn 1)&P4(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 2),P2(Oboe 1)&P3(Oboe 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(F Horn 1),,P4(Viola)&P8(Violoncello)&P8(Contrabass),P4(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Violin 2)&P4(Viola)&P8(Contrabass),P8(Violin 2)&P4(Viola)&P8(Violoncello)
1118.5,1126.0,U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),,U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),,P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&U(Bb Clarinet 1)&P8(Bassoon 1)&P6(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 2),P6(Flute 1)&P6(Oboe 1)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1),P8(F Horn 2),P8(F Horn 1),Main Part,,,P8(Contrabass),P8(Violoncello)
1126.0,1130.0,Main Part,,P8(Bb Clarinet 2),,P8(Main),P8(Oboe 1),,,P8(F Horn 2),P8(F Horn 1),P6(Violin 2),P6(Violin 1),,,
1130.0,1138.0,P6(Oboe 1)&P6(Bb Clarinet 2),,P6(Flute 1)&P8(Bb Clarinet 2),,Main Part,P6(Flute 1)&P8(Oboe 1),P8(Main),,,,,P8(Violoncello)&P8(Contrabass),,P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
1138.0,1146.0,,,,,Main Part,,P8(Main)&P8(Bassoon 2),P8(Main)&P8(Bassoon 1),,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1146.0,1150.0,U(Oboe 1),,U(Flute 1),,Main Part,,P8(Bassoon 2),P8(Bassoon 1),,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1150.0,1154.0,Main Part,U(Oboe 2)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),P8(Main)&P8(Bassoon 1)&P8(Bassoon 2),U(Flute 2)&P8(Bb Clarinet 2)&P8(F Horn 1)&P8(F Horn 2),,P8(Flute 2)&P8(Oboe 2)&U(F Horn 1)&P8(F Horn 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 2),P8(Main)&P8(Oboe 1)&P8(Bassoon 1),P8(Flute 2)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(F Horn 2),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(F Horn 1),P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1154.0,1162.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1162.0,1170.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(F Horn 1)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Main)&P8(Viola),P8(Main)&P8(Violin 2),P8(F Horn 1)&P8(F Horn 2)&P8(Contrabass),P8(F Horn 1)&P8(F Horn 2)&P8(Violoncello)
1170.0,1178.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1178.0,1186.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),,,Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1186.0,1194.0,P8(Oboe 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bassoon 2),P8(Flute 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Flute 2)&U(Bb Clarinet 1)&P8(Bassoon 2),P8(Flute 2)&U(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Bb Clarinet 2),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1),P3(F Horn 2),P3(F Horn 1),Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1194.0,1210.0,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P3(F Horn 2),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P3(F Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(F Horn 1)&P3(F Horn 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1)&P8(F Horn 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 2)&P3(F Horn 1)&U(F Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(F Horn 1)&P3(F Horn 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 2),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(F Horn 1),Main Part,,P8(Main),P8(Contrabass),P8(Violoncello)
1210.0,1212.0,,,,,,,,,,,,,Main Part,P8(Contrabass),P8(Violoncello)
