qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Trombone 1,Trombone 2,Trombone 3,Violin 1,Violin 2,Viola,Violoncello,Contrabass
312.75,203.9674,79,1.75,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,B4,B4,G#4,F4,F3
313.0,204.1304,79,2.0,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,G#5,B4,G#4,F4,F3
313.25,204.2935,79,2.25,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,F5,B4,G#4,F4,F3
313.5,204.4565,79,2.5,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,G#5,B4,G#4,F4,F3
313.75,204.6196,79,2.75,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,F5,B4,G#4,F4,F3
314.0,204.7826,79,3.0,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,D5,B4,G#4,F4,F3
314.25,204.9457,79,3.25,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,B4,B4,G#4,F4,F3
314.5,205.1087,79,3.5,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,D5,B4,G#4,F4,F3
314.75,205.2717,79,3.75,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,B4,B4,G#4,F4,F3
315.0,205.4348,79,4.0,B5,G#5,B5,D5,D5,G#4,F3,F2,G#4,D4,r,r,r,G#4,B4,G#4,F3,F2
315.25,205.5978,79,4.25,B5,G#5,B5,D5,D5,G#4,F3,F2,G#4,D4,r,r,r,F4,B4,G#4,F3,F2
315.5,205.7609,79,4.5,B5,G#5,B5,D5,D5,G#4,F3,F2,G#4,D4,r,r,r,G#4,B4,G#4,F3,F2
315.75,205.9239,79,4.75,B5,G#5,B5,D5,D5,G#4,F3,F2,G#4,D4,r,r,r,F4,B4,G#4,F3,F2
316.0,206.087,80,1.0,C6,G5,C6,E5,E5,G4,C3,C2,G4,E4,r,r,r,C6,C5,G4,C2,C2
316.25,206.25,80,1.25,C6,G5,C6,E5,E5,G4,C3,C2,G4,E4,r,r,r,C6,C5,G4,C2,C2
316.5,206.413,80,1.5,C6,G5,C6,E5,E5,G4,C3,C2,G4,E4,r,r,r,D6,D5,G4,C3,C2
316.75,206.5761,80,1.75,C6,G5,C6,E5,E5,G4,C3,C2,G4,E4,r,r,r,B5,B4,G4,C3,C2
317.0,206.7391,80,2.0,C6,A5,C6,E-5,E-5,A4,F#2,F#2,C2,C1,E-4,A3,F#3,C6,C5,A4,F#2,C2
317.25,206.9022,80,2.25,C6,A5,C6,E-5,E-5,A4,F#2,F#2,C2,C1,E-4,A3,F#3,C6,C5,A4,A2,C2
317.5,207.0652,80,2.5,C6,A5,C6,E-5,E-5,A4,F#2,F#2,C2,C1,E-4,A3,F#3,r,r,r,F#2,C2
317.75,207.2283,80,2.75,C6,A5,C6,E-5,E-5,A4,F#2,F#2,C2,C1,E-4,A3,F#3,r,r,r,A2,C2
318.0,207.3913,80,3.0,r,r,r,r,r,r,r,r,C2,C1,E-4,A3,F#3,r,r,C3,C3,C2
318.25,207.5543,80,3.25,r,r,r,r,r,r,r,r,C2,C1,E-4,A3,F#3,r,r,E-3,C3,C2
318.5,207.7174,80,3.5,r,r,r,r,r,r,r,r,C2,C1,E-4,A3,F#3,r,r,C3,r,C2
318.75,207.8804,80,3.75,r,r,r,r,r,r,r,r,C2,C1,E-4,A3,F#3,r,r,E-3,r,C2
319.0,208.0435,80,4.0,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,r,A3,A3,C2,C2
319.25,208.2065,80,4.25,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,r,C4,A3,C2,C2
319.5,208.3696,80,4.5,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,r,A3,r,C2,C2
319.75,208.5326,80,4.75,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,r,C4,r,C2,C2
320.0,208.6957,81,1.0,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,E-4,E-4,r,C2,C2
320.25,208.8587,81,1.25,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,A4,E-4,r,C2,C2
320.5,209.0217,81,1.5,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,E-4,r,r,C2,C2
320.75,209.1848,81,1.75,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F#3,A4,r,r,C2,C2
321.0,209.3478,81,2.0,r,r,r,r,D5,r,r,r,C2,C1,E-4,A3,F3,C5,r,r,F2,C2
321.25,209.5109,81,2.25,r,r,r,r,D5,r,r,r,C2,C1,E-4,A3,F3,C5,r,r,A2,C2
321.5,209.6739,81,2.5,r,r,r,r,B4,r,r,r,C2,C1,E-4,A3,F3,r,r,r,F2,C2
321.75,209.837,81,2.75,r,r,r,r,B4,r,r,r,C2,C1,E-4,A3,F3,r,r,r,A2,C2
322.0,210.0,81,3.0,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,r,C3,C3,C2
322.25,210.163,81,3.25,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,r,E-3,C3,C2
322.5,210.3261,81,3.5,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,r,C3,r,C2
322.75,210.4891,81,3.75,r,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,r,E-3,r,C2
323.0,210.6522,81,4.0,C6,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,A3,A3,C2,C2
323.25,210.8152,81,4.25,C6,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,C4,A3,C2,C2
323.5,210.9783,81,4.5,C6,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,A3,r,C2,C2
323.75,211.1413,81,4.75,C6,r,r,r,C5,r,r,r,C2,C1,E-4,A3,F3,r,C4,r,C2,C2
324.0,211.3043,82,1.0,C6,r,r,r,r,r,r,r,C2,C1,E-4,A3,F3,E-4,E-4,r,C2,C2
324.25,211.4674,82,1.25,C6,r,r,r,r,r,r,r,C2,C1,E-4,A3,F3,A4,E-4,r,C2,C2
324.5,211.6304,82,1.5,C6,r,r,r,r,r,r,r,C2,C1,E-4,A3,F3,E-4,r,r,C2,C2
324.75,211.7935,82,1.75,C6,r,r,r,r,r,r,r,C2,C1,E-4,A3,F3,A4,r,r,C2,C2
325.0,211.9565,82,2.0,D6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,C5,r,r,E2,C2
325.25,212.1196,82,2.25,D6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,C5,r,r,A2,C2
325.5,212.2826,82,2.5,B5,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,r,E2,C2
325.75,212.4457,82,2.75,B5,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,r,A2,C2
326.0,212.6087,82,3.0,C6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,C3,C3,C2
326.25,212.7717,82,3.25,C6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,E3,C3,C2
326.5,212.9348,82,3.5,C6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,C3,r,C2
326.75,213.0978,82,3.75,C6,r,r,r,r,r,r,r,C2,C1,E4,A3,E3,r,r,E3,r,C2
327.0,213.2609,82,4.0,C6,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,r,A3,A3,C2,C2
327.25,213.4239,82,4.25,C6,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,r,C4,A3,C2,C2
327.5,213.587,82,4.5,C6,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,r,A3,r,C2,C2
327.75,213.75,82,4.75,C6,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,r,C4,r,C2,C2
328.0,213.913,83,1.0,r,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,E4,E4,r,C2,C2
328.25,214.0761,83,1.25,r,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,A4,E4,r,C2,C2
328.5,214.2391,83,1.5,r,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,E4,r,r,C2,C2
328.75,214.4022,83,1.75,r,r,r,r,r,r,C4,r,C2,C1,E4,A3,E3,A4,r,r,C2,C2
329.0,214.5652,83,2.0,r,r,r,r,r,r,D4,r,C2,C1,F4,A3,E-3,C5,r,r,E-2,C2
329.25,214.7283,83,2.25,r,r,r,r,r,r,D4,r,C2,C1,F4,A3,E-3,C5,r,r,A2,C2
329.5,214.8913,83,2.5,r,r,r,r,r,r,B3,r,C2,C1,F4,A3,E-3,r,r,r,E-2,C2
329.75,215.0543,83,2.75,r,r,r,r,r,r,B3,r,C2,C1,F4,A3,E-3,r,r,r,A2,C2
330.0,215.2174,83,3.0,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,r,C3,C3,C2
330.25,215.3804,83,3.25,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,r,F3,C3,C2
330.5,215.5435,83,3.5,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,r,C3,r,C2
330.75,215.7065,83,3.75,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,r,F3,r,C2
331.0,215.8696,83,4.0,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,A3,A3,C2,C2
331.25,216.0326,83,4.25,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,C4,A3,C2,C2
331.5,216.1957,83,4.5,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,A3,r,C2,C2
331.75,216.3587,83,4.75,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,r,C4,r,C2,C2
332.0,216.5217,84,1.0,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,F4,F4,r,C2,C2
332.25,216.6848,84,1.25,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,A4,F4,r,C2,C2
332.5,216.8478,84,1.5,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,F4,r,r,C2,C2
332.75,217.0109,84,1.75,r,r,r,r,r,r,C4,r,C2,C1,F4,A3,E-3,A4,r,r,C2,C2
333.0,217.1739,84,2.0,r,r,r,r,r,r,D4,r,C2,C1,F#4,A3,D3,C5,r,r,D2,C2
333.25,217.337,84,2.25,r,r,r,r,r,r,D4,r,C2,C1,F#4,A3,D3,C5,r,r,A2,C2
333.5,217.5,84,2.5,r,r,r,r,r,r,D4,r,C2,C1,F#4,A3,D3,r,r,r,D2,C2
333.75,217.663,84,2.75,r,r,r,r,r,r,D4,r,C2,C1,F#4,A3,D3,r,r,r,A2,C2
334.0,217.8261,84,3.0,r,r,r,r,r,r,B3,r,C2,C1,F#4,A3,D3,r,r,C3,C3,C2
334.25,217.9891,84,3.25,r,r,r,r,r,r,B3,r,C2,C1,F#4,A3,D3,r,r,F#3,C3,C2
334.5,218.1522,84,3.5,r,r,r,r,r,r,B3,r,C2,C1,F#4,A3,D3,r,r,C3,r,C2
334.75,218.3152,84,3.75,r,r,r,r,r,r,B3,r,C2,C1,F#4,A3,D3,r,r,F#3,r,C2
335.0,218.4783,84,4.0,C6,r,C5,r,r,r,C4,r,C2,C1,F#4,A3,D3,r,A3,A3,r,C2
335.25,218.6413,84,4.25,C6,r,C5,r,r,r,C4,r,C2,C1,F#4,A3,D3,r,C4,A3,r,C2
335.5,218.8043,84,4.5,C6,r,C5,r,r,r,C4,r,C2,C1,F#4,A3,D3,r,A3,r,r,C2
335.75,218.9674,84,4.75,C6,r,C5,r,r,r,C4,r,C2,C1,F#4,A3,D3,r,C4,r,r,C2
336.0,219.1304,85,1.0,D6,r,D5,r,r,r,D4,r,C2,C1,F#4,A3,D3,F#4,F#4,r,r,C2
336.25,219.2935,85,1.25,D6,r,D5,r,r,r,D4,r,C2,C1,F#4,A3,D3,A4,F#4,r,r,C2
336.5,219.4565,85,1.5,D6,r,D5,r,r,r,D4,r,C2,C1,F#4,A3,D3,F#4,r,r,r,C2
336.75,219.6196,85,1.75,D6,r,D5,r,r,r,D4,r,C2,C1,F#4,A3,D3,A4,r,r,r,C2
337.0,219.7826,85,2.0,B5,r,B4,r,r,r,B3,r,G4,C4,G4,G3,E3,r,G3,r,E2,C2
337.25,219.9457,85,2.25,B5,r,B4,r,r,r,B3,r,G4,C4,G4,G3,E3,r,C4,r,G2,C2
337.5,220.1087,85,2.5,B5,r,B4,r,r,r,B3,r,G4,C4,G4,G3,E3,r,G3,r,E2,C2
337.75,220.2717,85,2.75,B5,r,B4,r,r,r,B3,r,G4,C4,G4,G3,E3,r,C4,r,G2,C2
338.0,220.4348,85,3.0,C6,r,C5,r,r,r,C4,r,G4,C4,G4,G3,E3,G4,E4,E3,C3,C2
338.25,220.5978,85,3.25,C6,r,C5,r,r,r,C4,r,G4,C4,G4,G3,E3,C5,E4,G3,C3,C2
338.5,220.7609,85,3.5,C6,r,C5,r,r,r,C4,r,G4,C4,G4,G3,E3,G4,r,E3,r,C2
338.75,220.9239,85,3.75,C6,r,C5,r,r,r,C4,r,G4,C4,G4,G3,E3,C5,r,G3,r,C2
339.0,221.087,85,4.0,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,E4,r,C3,C2
339.25,221.25,85,4.25,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,G4,r,E3,C2
339.5,221.413,85,4.5,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,E4,r,C3,C2
339.75,221.5761,85,4.75,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,G4,r,E3,C2
340.0,221.7391,86,1.0,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,C5,A4,A3,F3,F1
340.25,221.9022,86,1.25,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,F5,A4,C4,F3,F1
340.5,222.0652,86,1.5,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,C5,r,A3,r,F1
340.75,222.2283,86,1.75,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,F5,r,C4,r,F1
341.0,222.3913,86,2.0,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,E5,G4,E4,C3,C2
341.25,222.5543,86,2.25,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,E5,C5,E4,E3,C2
341.5,222.7174,86,2.5,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,G4,r,C3,C2
341.75,222.8804,86,2.75,G5,E5,G4,r,r,r,G3,E3,C5,C4,E4,G3,C3,r,C5,r,E3,C2
342.0,223.0435,86,3.0,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,C5,A4,A3,F3,F1
342.25,223.2065,86,3.25,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,F5,A4,C4,F3,F1
342.5,223.3696,86,3.5,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,C5,r,A3,r,F1
342.75,223.5326,86,3.75,A5,C5,A4,r,r,r,A3,F3,C5,C4,F4,A3,F3,F5,r,C4,r,F1
343.0,223.6957,86,4.0,G5,B4,G4,r,D4,B3,G3,G3,G4,G3,D4,B3,G3,D5,B4,G3,G3,G1
343.25,223.8587,86,4.25,G5,B4,G4,r,D4,B3,G3,G3,G4,G3,D4,B3,G3,D5,D5,G3,B3,G1
343.5,224.0217,86,4.5,F5,B4,F4,r,D4,B3,F3,G3,G4,G3,D4,B3,G3,r,B4,r,G3,G1
343.75,224.1848,86,4.75,F5,B4,F4,r,D4,B3,F3,G3,G4,G3,D4,B3,G3,r,D5,r,B3,G1
344.0,224.3478,87,1.0,E5,C5,E4,r,E4,C4,E3,C3,r,r,E4,C4,C3,E5,G4,C4,C4,C2
344.25,224.5109,87,1.25,E5,C5,E4,r,E4,C4,E3,C3,r,r,E4,C4,C3,C5,G4,G3,C4,C2
344.5,224.6739,87,1.5,E5,E5,E4,r,E4,C4,E3,C3,r,r,E4,C4,C3,E5,r,C4,r,C2
344.75,224.837,87,1.75,E5,E5,E4,r,E4,C4,E3,C3,r,r,E4,C4,C3,C5,r,G3,r,C2
345.0,225.0,87,2.0,G5,E5,G4,G4,E4,C4,G3,E3,r,r,r,r,r,G4,G4,E3,C3,E1
345.25,225.163,87,2.25,G5,E5,G4,G4,E4,C4,G3,E3,r,r,r,r,r,G4,C5,E3,E3,E1
345.5,225.3261,87,2.5,G5,C5,G4,G4,E4,C4,G3,E3,r,r,r,r,r,r,G4,r,C3,E1
345.75,225.4891,87,2.75,G5,C5,G4,G4,E4,C4,G3,E3,r,r,r,r,r,r,C5,r,E3,E1
346.0,225.6522,87,3.0,D6,F5,D5,B4,F4,B3,D4,F3,r,r,r,r,r,D5,D5,B3,G3,G1
346.25,225.8152,87,3.25,D6,F5,D5,B4,F4,B3,D4,F3,r,r,r,r,r,B4,D5,G3,G3,G1
346.5,225.9783,87,3.5,D6,F5,D5,B4,F4,B3,D4,F3,r,r,r,r,r,D5,r,B3,r,G1
346.75,226.1413,87,3.75,D6,F5,D5,B4,F4,B3,D4,F3,r,r,r,r,r,B4,r,G3,r,G1
347.0,226.3043,87,4.0,D6,F5,D5,B4,F4,B3,D4,F3,G3,G2,r,r,r,G4,G4,D4,F3,G2
347.25,226.4674,87,4.25,D6,F5,D5,B4,F4,B3,D4,F3,G3,G2,r,r,r,G4,B4,D4,D3,G2
347.5,226.6304,87,4.5,D6,F5,D5,B4,F4,B3,D4,F3,G3,G2,r,r,r,r,G4,r,F3,G2
347.75,226.7935,87,4.75,D6,F5,D5,B4,F4,B3,D4,F3,G3,G2,r,r,r,r,B4,r,D3,G2
348.0,226.9565,88,1.0,C6,E5,C5,C5,E4,C4,C4,E3,E3,C3,r,r,r,E4,C5,C4,C3,C2
348.25,227.1196,88,1.25,C6,E5,C5,C5,E4,C4,C4,E3,E3,C3,r,r,r,C4,C5,G3,C3,C2
348.5,227.2826,88,1.5,C6,E5,C5,C5,F4,C4,C4,E3,E3,C3,r,r,r,E4,r,C4,r,C2
348.75,227.4457,88,1.75,C6,E5,C5,C5,F4,C4,C4,E3,E3,C3,r,r,r,C4,r,G3,r,C2
349.0,227.6087,88,2.0,r,r,r,r,F#4,C4,C3,E2,G3,E3,r,r,r,G3,G3,E3,C3,r
349.25,227.7717,88,2.25,r,r,r,r,F#4,C4,C3,E2,G3,E3,r,r,r,G3,C4,E3,E3,r
349.5,227.9348,88,2.5,r,r,r,r,G4,C4,C3,E2,G3,E3,r,r,r,r,G3,r,C3,r
349.75,228.0978,88,2.75,r,r,r,r,G4,C4,C3,E2,G3,E3,r,r,r,r,C4,r,E3,r
350.0,228.2609,88,3.0,r,r,r,r,E5,B3,F3,B2,D4,G3,r,r,r,D4,D4,B3,G2,r
350.25,228.4239,88,3.25,r,r,r,r,E5,B3,F3,B2,D4,G3,r,r,r,B3,D4,G3,G2,r
350.5,228.587,88,3.5,r,r,r,r,D5,B3,F3,B2,D4,G3,r,r,r,D4,r,B3,r,r
350.75,228.75,88,3.75,r,r,r,r,D5,B3,F3,B2,D4,G3,r,r,r,B3,r,G3,r,r
351.0,228.913,88,4.0,r,r,r,r,G4,B3,F3,B2,D4,G3,r,r,r,G3,G4,D4,F3,G1
351.25,229.0761,88,4.25,r,r,r,r,G4,B3,F3,B2,D4,G3,r,r,r,G3,B4,D4,D3,G1
351.5,229.2391,88,4.5,r,r,r,r,D5,B3,F3,B2,D4,G3,r,r,r,r,G4,r,F3,G1
351.75,229.4022,88,4.75,r,r,r,r,D5,B3,F3,B2,D4,G3,r,r,r,r,B4,r,D3,G1
352.0,229.5652,89,1.0,C6,E5,C5,E4,G4,G3,C4,E3,C4,E3,r,r,r,C5,C5,E4,C3,C2
352.25,229.7283,89,1.25,C6,E5,C5,E4,G4,G3,C4,E3,C4,E3,r,r,r,E5,C5,C4,C3,C2
352.5,229.8913,89,1.5,C6,E5,C5,E4,G4,G3,C4,E3,C4,E3,r,r,r,C5,r,E4,r,C2
352.75,230.0543,89,1.75,C6,E5,C5,E4,G4,G3,C4,E3,C4,E3,r,r,r,E5,r,C4,r,C2
353.0,230.2174,89,2.0,D6,F5,D5,F4,B4,B3,D4,F3,r,r,r,r,r,G5,D5,F4,B3,C2
353.25,230.3804,89,2.25,D6,F5,D5,F4,B4,B3,D4,F3,r,r,r,r,r,G5,B4,F4,D4,C2
353.5,230.5435,89,2.5,B5,F5,B4,F4,D5,D4,B3,F3,r,r,r,r,r,r,D5,r,B3,C2
353.75,230.7065,89,2.75,B5,F5,B4,F4,D5,D4,B3,F3,r,r,r,r,r,r,B4,r,D4,C2
354.0,230.8696,89,3.0,C6,E5,C5,E4,G4,G3,C4,E3,r,r,r,r,r,E5,G4,G4,C4,r
354.25,231.0326,89,3.25,C6,E5,C5,E4,G4,G3,C4,E3,r,r,r,r,r,C5,G4,E4,C4,r
354.5,231.1957,89,3.5,C6,E5,C5,E4,G4,G3,C4,E3,r,r,r,r,r,E5,r,G4,r,r
354.75,231.3587,89,3.75,C6,E5,C5,E4,G4,G3,C4,E3,r,r,r,r,r,C5,r,E4,r,r
355.0,231.5217,89,4.0,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,G4,E4,G4,C4,C2
355.25,231.6848,89,4.25,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,G4,C4,G4,G3,C2
355.5,231.8478,89,4.5,G5,G5,G4,G4,B4,B3,G3,G3,r,r,r,r,r,r,E4,r,C4,C2
355.75,232.0109,89,4.75,G5,G5,G4,G4,B4,B3,G3,G3,r,r,r,r,r,r,C4,r,G3,C2
356.0,232.1739,90,1.0,E6,F#5,E5,F#4,A4,A3,E4,F#3,r,r,r,r,r,E5,A3,F#4,C3,C2
356.25,232.337,90,1.25,E6,F#5,E5,F#4,A4,A3,E4,F#3,r,r,r,r,r,C5,A3,A4,C3,C2
356.5,232.5,90,1.5,C6,F#5,C5,F#4,A4,A3,C4,F#3,r,r,r,r,r,E5,r,F#4,r,C2
356.75,232.663,90,1.75,C6,F#5,C5,F#4,A4,A3,C4,F#3,r,r,r,r,r,C5,r,A4,r,C2
357.0,232.8261,90,2.0,D6,F5,D5,F4,B4,B3,D4,F3,r,r,r,r,r,D5,D5,F4,B3,C2
357.25,232.9891,90,2.25,D6,F5,D5,F4,B4,B3,D4,F3,r,r,r,r,r,D5,B4,F4,D4,C2
357.5,233.1522,90,2.5,D6,F5,D5,F4,G4,G3,D4,F3,r,r,r,r,r,r,D5,r,B3,C2
357.75,233.3152,90,2.75,D6,F5,D5,F4,G4,G3,D4,F3,r,r,r,r,r,r,B4,r,D4,C2
358.0,233.4783,90,3.0,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,G4,G4,E4,C4,r
358.25,233.6413,90,3.25,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,E4,G4,C4,C4,r
358.5,233.8043,90,3.5,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,G4,r,E4,r,r
358.75,233.9674,90,3.75,G5,E5,G4,E4,C5,C4,G3,E3,r,r,r,r,r,E4,r,C4,r,r
359.0,234.1304,90,4.0,A5,E5,A4,E4,r,r,A3,C3,r,r,r,r,r,A4,E4,A3,C4,C2
359.25,234.2935,90,4.25,A5,E5,A4,E4,r,r,A3,C3,r,r,r,r,r,A4,C4,A3,A3,C2
359.5,234.4565,90,4.5,G5,E5,G4,E4,r,r,G3,C3,r,r,r,r,r,r,E4,r,C4,C2
359.75,234.6196,90,4.75,G5,E5,G4,E4,r,r,G3,C3,r,r,r,r,r,r,C4,r,A3,C2
360.0,234.7826,91,1.0,F#5,D5,F#4,D4,r,r,F#3,C3,r,r,r,r,r,F#4,D4,A3,D3,C2
360.25,234.9457,91,1.25,F#5,D5,F#4,D4,r,r,F#3,C3,r,r,r,r,r,D4,D4,F#3,D3,C2
360.5,235.1087,91,1.5,F#5,D5,F#4,D4,r,r,F#3,C3,r,r,r,r,r,F#4,r,A3,r,C2
360.75,235.2717,91,1.75,F#5,D5,F#4,D4,r,r,F#3,C3,r,r,r,r,r,D4,r,F#3,r,C2
361.0,235.4348,91,2.0,G5,D5,G4,D4,r,r,G3,B2,r,r,r,r,r,A4,G4,D3,B3,B1
361.25,235.5978,91,2.25,G5,D5,G4,D4,r,r,G3,B2,r,r,r,r,r,A4,D4,D3,G3,B1
361.5,235.7609,91,2.5,G5,D5,G4,D4,r,r,G3,B2,r,r,r,r,r,r,G4,r,B3,B1
361.75,235.9239,91,2.75,G5,D5,G4,D4,r,r,G3,B2,r,r,r,r,r,r,D4,r,G3,B1
362.0,236.087,91,3.0,C6,E5,C5,E4,r,r,E3,A2,r,r,r,r,r,C5,E4,A3,E3,A1
362.25,236.25,91,3.25,C6,E5,C5,E4,r,r,E3,A2,r,r,r,r,r,E4,E4,C4,E3,A1
362.5,236.413,91,3.5,C6,E5,C5,E4,r,r,E3,A2,r,r,r,r,r,C5,r,A3,r,A1
362.75,236.5761,91,3.75,C6,E5,C5,E4,r,r,E3,A2,r,r,r,r,r,E4,r,C4,r,A1
363.0,236.7391,91,4.0,C6,F#5,C5,F#4,r,r,D3,D2,r,r,r,r,r,F#4,C5,A3,A3,D2
363.25,236.9022,91,4.25,C6,F#5,C5,F#4,r,r,D3,D2,r,r,r,r,r,F#4,A4,A3,F#3,D2
363.5,237.0652,91,4.5,C6,F#5,C5,F#4,r,r,D3,D2,r,r,r,r,r,r,C5,r,A3,D2
363.75,237.2283,91,4.75,C6,F#5,C5,F#4,r,r,D3,D2,r,r,r,r,r,r,A4,r,F#3,D2
364.0,237.3913,92,1.0,B5,F#5,B4,F#4,F#4,r,B2,E-2,F#3,F#3,r,r,r,F#4,F#4,E-3,B3,E-2
364.25,237.5543,92,1.25,B5,F#5,B4,F#4,F#4,r,B2,E-2,F#3,F#3,r,r,r,B3,F#4,B3,B3,E-2
364.5,237.7174,92,1.5,B5,F#5,B4,F#4,A4,r,B2,E-2,F#3,F#3,r,r,r,F#4,r,E-3,r,E-2
364.75,237.8804,92,1.75,B5,F#5,B4,F#4,A4,r,B2,E-2,F#3,F#3,r,r,r,B3,r,B3,r,E-2
365.0,238.0435,92,2.0,r,r,r,r,G4,r,B2,E2,G3,G3,r,r,r,G4,G4,E3,E3,r
365.25,238.2065,92,2.25,r,r,r,r,G4,r,B2,E2,G3,G3,r,r,r,G4,B3,E3,G3,r
365.5,238.3696,92,2.5,r,r,r,r,B4,r,B2,E2,G3,G3,r,r,r,r,G4,r,E3,r
365.75,238.5326,92,2.75,r,r,r,r,B4,r,B2,E2,G3,G3,r,r,r,r,B3,r,G3,r
366.0,238.6957,92,3.0,r,r,r,r,C5,r,A2,E3,C4,G3,r,r,r,G4,E4,C3,A2,r
366.25,238.8587,92,3.25,r,r,r,r,C5,r,A2,E3,C4,G3,r,r,r,E4,E4,A3,A2,r
366.5,239.0217,92,3.5,r,r,r,r,E5,r,A2,E3,C4,G3,r,r,r,G4,r,C3,r,r
366.75,239.1848,92,3.75,r,r,r,r,E5,r,A2,E3,C4,G3,r,r,r,E4,r,A3,r,r
367.0,239.3478,92,4.0,r,r,r,r,D5,r,A2,D3,C4,F#3,r,r,r,F#4,A4,D3,D3,D2
367.25,239.5109,92,4.25,r,r,r,r,D5,r,A2,D3,C4,F#3,r,r,r,F#4,F#4,D3,A3,D2
